date,industry,job_title,region,job_openings,avg_salary,salary_growth_rate,experience_level,remote_ratio,required_skills,competition_level,automation_risk,growth_score,demand_forecast
2021-02-04,Finance,Quantitative Analyst,Manila,73,51684.47,8.45,Senior,55,"CFA, Power BI, SQL, Risk Modeling, AML, Basel III",High,Medium,55.9,Stable
2021-02-07,Finance,Risk Manager,Singapore,75,12109.19,13.46,Fresher,58,"Risk Modeling, SQL, Machine Learning, Python",Medium,High,54.7,Declining
2021-02-07,Finance,Financial Analyst,Bangkok,66,26026.02,13.22,Junior,41,"Financial Modelling, Power BI, Tableau",High,High,69.7,Growing
2021-02-07,Finance,Investment Banker,Bangkok,75,14803.42,4.32,Fresher,38,"Bloomberg Terminal, Tableau, Blockchain, FX Trading, AML",Medium,Low,52.8,Stable
2021-02-09,Finance,RegTech Specialist,Bangkok,84,6224.37,7.83,Fresher,31,"Financial Modelling, Excel, Machine Learning, Bloomberg Terminal, Options Pricing, AML",High,Medium,80.0,Stable
2021-02-10,Finance,Financial Analyst,Jakarta,65,52953.14,6.54,Senior,27,"AML, FX Trading, Solidity, SQL",Medium,Medium,75.4,Declining
2021-02-10,Finance,Credit Analyst,Jakarta,68,51434.44,10.97,Senior,58,"Basel III, Bloomberg Terminal, Excel",High,High,76.8,Stable
2021-02-10,Finance,Chief Financial Officer,Singapore,73,51806.03,7.52,Senior,53,"FX Trading, Python, Power BI",Medium,Medium,60.0,Declining
2021-02-12,Finance,Compliance Officer,Hanoi,68,13135.93,6.76,Fresher,50,"Risk Modeling, AML, SQL, Basel III, Power BI",Medium,Low,66.1,Stable
2021-02-12,Finance,Blockchain Developer,Manila,77,16394.53,10.8,Fresher,17,"Risk Modeling, Basel III, CFA, Power BI, Options Pricing, Financial Modelling",High,High,66.9,Growing
2021-02-14,Finance,Risk Manager,Ho Chi Minh City,80,21743.09,8.7,Junior,36,"Solidity, Basel III, Machine Learning, AML, Options Pricing, SQL",Low,Low,74.6,Stable
2021-02-16,Finance,FinTech Developer,Da Nang,81,38706.86,6.53,Junior,51,"CFA, Options Pricing, Power BI",High,Medium,69.7,Stable
2021-02-17,Finance,Portfolio Manager,Da Nang,80,17947.07,14.25,Fresher,44,"Excel, SQL, Solidity",High,High,53.0,Stable
2021-02-18,Finance,Compliance Officer,Singapore,66,26822.86,9.23,Junior,27,"SQL, CFA, Basel III",High,Medium,77.8,Declining
2021-02-18,Finance,FinTech Developer,Bangkok,57,50232.83,5.48,Senior,52,"Tableau, Risk Modeling, Machine Learning",Medium,Low,65.9,Declining
2021-02-18,Finance,Portfolio Manager,Singapore,69,9267.54,4.85,Fresher,47,"Solidity, Basel III, CFA",High,Medium,63.8,Stable
2021-02-19,Finance,Risk Manager,Manila,70,55182.91,11.68,Senior,24,"Blockchain, Python, SQL",High,High,43.2,Declining
2021-02-20,Finance,Compliance Officer,Singapore,70,15831.74,14.77,Fresher,26,"Options Pricing, Power BI, Blockchain, AML, Basel III, CFA",High,High,72.9,Stable
2021-02-20,Finance,Blockchain Developer,Bangkok,82,53149.38,11.15,Senior,28,"Risk Modeling, SQL, Excel, Options Pricing",Low,Medium,46.3,Declining
2021-02-21,Finance,Blockchain Developer,Singapore,81,28228.96,10.04,Junior,57,"Bloomberg Terminal, Options Pricing, Risk Modeling, Excel, AML, Power BI",Medium,Medium,55.6,Stable
2021-02-21,Finance,FinTech Developer,Singapore,75,33948.97,11.42,Junior,54,"Basel III, SQL, CFA, Blockchain, Python",Medium,Medium,49.8,Declining
2021-02-21,Finance,Blockchain Developer,Bangkok,70,44140.94,4.29,Senior,19,"Python, CFA, Financial Modelling, FX Trading",Low,Medium,73.4,Stable
2021-02-24,Finance,Chief Financial Officer,Manila,83,7354.16,8.2,Fresher,42,"CFA, SQL, Python, FX Trading",Medium,High,79.4,Stable
2021-02-24,Finance,Actuary,Ho Chi Minh City,65,16115.27,13.31,Fresher,58,"Bloomberg Terminal, Blockchain, Solidity, Financial Modelling, SQL",High,High,68.1,Stable
2021-02-25,Finance,Portfolio Manager,Ho Chi Minh City,70,6429.55,14.15,Fresher,54,"Risk Modeling, Power BI, FX Trading, Bloomberg Terminal, Python",High,Low,46.2,Growing
2021-02-25,Finance,Credit Analyst,Jakarta,84,29515.95,11.37,Junior,26,"Options Pricing, Power BI, Blockchain, Machine Learning",Medium,High,75.5,Growing
2021-02-27,Finance,Quantitative Analyst,Singapore,68,50085.26,6.05,Senior,22,"Bloomberg Terminal, Blockchain, Excel, Financial Modelling, Basel III, AML",Low,Medium,64.7,Declining
2021-02-28,Finance,Compliance Officer,Manila,70,55589.68,14.64,Senior,40,"Machine Learning, Power BI, CFA, Blockchain",Low,High,72.7,Stable
2021-02-28,Finance,Quantitative Analyst,Hanoi,82,54741.95,12.39,Senior,51,"Machine Learning, SQL, Bloomberg Terminal, Power BI, Tableau, Solidity",Low,High,62.7,Growing
2021-03-03,Finance,Investment Banker,Da Nang,82,15972.6,15.97,Fresher,54,"Tableau, Blockchain, Bloomberg Terminal, FX Trading, AML",High,Medium,52.7,Growing
2021-03-03,Finance,Compliance Officer,Bangkok,55,26776.08,13.43,Junior,42,"FX Trading, Solidity, Bloomberg Terminal",High,Medium,67.8,Stable
2021-03-04,Finance,Risk Manager,Hanoi,63,53629.18,11.64,Senior,45,"Machine Learning, CFA, Risk Modeling",High,Medium,65.2,Growing
2021-03-04,Finance,Portfolio Manager,Ho Chi Minh City,67,18883.52,5.27,Fresher,32,"Basel III, Financial Modelling, SQL, AML, Bloomberg Terminal",Low,High,43.8,Stable
2021-03-05,Finance,Actuary,Singapore,76,10958.4,8.49,Fresher,49,"CFA, FX Trading, Solidity, AML, Blockchain, Bloomberg Terminal",High,Low,69.8,Stable
2021-03-06,Finance,Actuary,Singapore,67,15873.18,12.33,Fresher,15,"Basel III, Excel, Financial Modelling, Python",High,High,50.2,Growing
2021-03-06,Finance,Investment Banker,Ho Chi Minh City,56,56496.29,4.1,Senior,33,"Solidity, AML, Power BI, Financial Modelling, Tableau",High,High,79.2,Declining
2021-03-07,Finance,RegTech Specialist,Manila,63,43522.44,4.92,Senior,44,"Machine Learning, Blockchain, Financial Modelling, Python, Tableau, Basel III",High,Medium,63.1,Stable
2021-03-07,Finance,Compliance Officer,Ho Chi Minh City,73,8815.28,6.17,Fresher,54,"Blockchain, AML, SQL, Risk Modeling, Basel III",High,Medium,64.9,Declining
2021-03-08,Finance,Actuary,Bangkok,80,9142.78,13.28,Fresher,43,"FX Trading, Blockchain, Tableau",High,Medium,73.5,Stable
2021-03-08,Finance,Actuary,Da Nang,85,54276.54,7.86,Senior,34,"Options Pricing, Bloomberg Terminal, Basel III, Risk Modeling",High,High,74.2,Growing
2021-03-11,Finance,Risk Manager,Jakarta,85,51674.45,14.71,Senior,29,"SQL, Basel III, Power BI",Medium,Medium,45.9,Growing
2021-03-12,Finance,Risk Manager,Jakarta,66,9406.14,12.99,Fresher,22,"Solidity, SQL, AML",High,High,47.5,Growing
2021-03-12,Finance,Financial Analyst,Singapore,77,30959.48,12.49,Junior,31,"Solidity, Blockchain, Excel, Python, Bloomberg Terminal",High,Medium,69.6,Stable
2021-03-15,Finance,Compliance Officer,Ho Chi Minh City,76,60188.84,14.82,Senior,19,"Financial Modelling, Python, Power BI, AML, Basel III, Machine Learning",Low,Medium,65.7,Stable
2021-03-16,Finance,Risk Manager,Ho Chi Minh City,94,43762.93,7.91,Senior,55,"Basel III, Bloomberg Terminal, FX Trading, Risk Modeling, Blockchain, Excel",High,Low,60.4,Growing
2021-03-17,Finance,Credit Analyst,Manila,85,60625.14,12.67,Senior,43,"Financial Modelling, Excel, AML, Basel III, Bloomberg Terminal, Solidity",High,High,61.0,Growing
2021-03-20,Finance,Investment Banker,Bangkok,88,5678.62,11.82,Fresher,59,"Power BI, Machine Learning, Bloomberg Terminal, CFA, Financial Modelling, Options Pricing",High,Medium,51.4,Growing
2021-03-20,Finance,Blockchain Developer,Jakarta,66,13783.92,13.65,Fresher,47,"Power BI, Blockchain, SQL, Solidity, Financial Modelling, Options Pricing",High,High,54.2,Stable
2021-03-25,Finance,Chief Financial Officer,Ho Chi Minh City,73,15012.47,9.13,Fresher,45,"Options Pricing, AML, Financial Modelling",High,Low,60.4,Stable
2021-03-25,Finance,Blockchain Developer,Da Nang,84,46968.61,4.37,Senior,22,"Python, CFA, FX Trading, Machine Learning, Bloomberg Terminal, Tableau",High,High,52.3,Growing
2021-03-28,Finance,FinTech Developer,Singapore,70,30628.05,6.73,Junior,55,"SQL, Basel III, Power BI, Solidity, Machine Learning, CFA",High,Medium,58.0,Stable
2021-03-28,Finance,Blockchain Developer,Bangkok,94,46119.19,8.23,Senior,58,"Financial Modelling, Bloomberg Terminal, Options Pricing, Machine Learning, CFA, FX Trading",High,High,41.2,Declining
2021-03-29,Finance,Compliance Officer,Hanoi,74,18792.64,6.25,Junior,18,"Blockchain, Machine Learning, Tableau, Basel III, Power BI, Python",High,High,45.4,Declining
2021-03-29,Finance,Risk Manager,Bangkok,70,53604.01,7.28,Senior,57,"Tableau, Solidity, Financial Modelling, AML, SQL, Python",Medium,High,41.8,Stable
2021-03-30,Finance,Investment Banker,Manila,65,16912.73,13.31,Fresher,62,"Blockchain, Options Pricing, Python, Tableau",High,High,62.6,Stable
2021-03-31,Finance,Blockchain Developer,Hanoi,72,11744.91,12.09,Fresher,64,"Power BI, SQL, Financial Modelling, Options Pricing",High,High,68.4,Stable
2021-04-02,Finance,Financial Analyst,Jakarta,62,24424.56,12.17,Junior,25,"Financial Modelling, SQL, FX Trading",High,High,51.2,Declining
2021-04-04,Finance,RegTech Specialist,Hanoi,75,54008.88,6.36,Senior,25,"Financial Modelling, AML, Python, Tableau, Power BI, Blockchain",High,Medium,77.3,Stable
2021-04-05,Finance,Chief Financial Officer,Bangkok,92,48932.2,6.48,Senior,40,"FX Trading, Risk Modeling, Python, Machine Learning",Medium,High,48.6,Growing
2021-04-05,Finance,Chief Financial Officer,Bangkok,68,45943.32,9.24,Senior,18,"Python, Financial Modelling, Risk Modeling, Solidity, Machine Learning",Medium,High,67.6,Growing
2021-04-06,Finance,Quantitative Analyst,Bangkok,70,13579.68,10.78,Fresher,39,"Machine Learning, Options Pricing, SQL",High,Medium,68.2,Growing
2021-04-06,Finance,Financial Analyst,Manila,78,30104.43,11.11,Junior,30,"Power BI, Machine Learning, Bloomberg Terminal, Options Pricing, SQL",High,High,59.1,Stable
2021-04-08,Finance,Financial Analyst,Singapore,75,55973.06,7.44,Senior,63,"CFA, Excel, Power BI, Financial Modelling, AML",Low,High,42.3,Growing
2021-04-09,Finance,Chief Financial Officer,Ho Chi Minh City,66,14146.7,11.2,Fresher,42,"SQL, Bloomberg Terminal, FX Trading",High,Medium,44.3,Growing
2021-04-13,Finance,Quantitative Analyst,Da Nang,83,11093.01,9.8,Fresher,36,"SQL, FX Trading, Blockchain, Financial Modelling, AML",Medium,Medium,50.5,Stable
2021-04-15,Finance,Blockchain Developer,Ho Chi Minh City,91,11942.23,14.29,Fresher,15,"Bloomberg Terminal, Machine Learning, AML, Blockchain, Options Pricing, Financial Modelling",High,Medium,62.4,Stable
2021-04-15,Finance,Investment Banker,Hanoi,68,14543.45,10.41,Fresher,21,"AML, SQL, Tableau, Power BI, Excel, Python",Medium,Medium,74.6,Declining
2021-04-19,Finance,Compliance Officer,Jakarta,73,25869.58,4.1,Junior,61,"Blockchain, Risk Modeling, Bloomberg Terminal",High,High,42.2,Declining
2021-04-20,Finance,Actuary,Manila,73,55535.12,6.36,Senior,21,"FX Trading, Excel, AML, Basel III, SQL, Power BI",High,High,75.8,Growing
2021-04-20,Finance,Quantitative Analyst,Singapore,53,25342.18,15.54,Junior,24,"Bloomberg Terminal, FX Trading, CFA, Options Pricing",High,Medium,60.3,Stable
2021-04-21,Finance,FinTech Developer,Ho Chi Minh City,73,18626.28,10.89,Junior,21,"CFA, Machine Learning, Tableau, Bloomberg Terminal",High,Medium,75.4,Declining
2021-04-25,Finance,Financial Analyst,Ho Chi Minh City,86,26159.75,12.3,Junior,21,"Bloomberg Terminal, CFA, Financial Modelling",High,High,52.3,Growing
2021-04-26,Finance,Actuary,Ho Chi Minh City,72,20377.98,15.58,Junior,33,"Power BI, Bloomberg Terminal, Blockchain, Basel III, Tableau, Financial Modelling",High,Low,63.8,Stable
2021-04-27,Finance,Portfolio Manager,Jakarta,78,49075.37,6.17,Senior,63,"CFA, Blockchain, Solidity, SQL, Bloomberg Terminal, Options Pricing",High,High,60.7,Growing
2021-04-27,Finance,RegTech Specialist,Singapore,59,17200.8,5.59,Fresher,36,"Machine Learning, Risk Modeling, Tableau, Financial Modelling, AML",High,High,77.3,Growing
2021-04-28,Finance,Financial Analyst,Da Nang,75,60034.5,15.99,Senior,40,"Financial Modelling, SQL, FX Trading, Bloomberg Terminal, Excel, Solidity",High,Medium,47.0,Stable
2021-05-02,Finance,Chief Financial Officer,Jakarta,71,6378.0,10.31,Fresher,30,"Python, Options Pricing, SQL, Financial Modelling, FX Trading, CFA",Low,Medium,49.0,Stable
2021-05-03,Finance,Financial Analyst,Bangkok,75,19154.77,9.58,Junior,34,"Bloomberg Terminal, AML, Machine Learning, Options Pricing",Medium,High,73.8,Stable
2021-05-09,Finance,Portfolio Manager,Bangkok,86,10108.51,12.33,Fresher,65,"Financial Modelling, Machine Learning, Blockchain, Options Pricing",High,Medium,71.8,Growing
2021-05-11,Finance,Investment Banker,Ho Chi Minh City,75,54716.57,12.35,Senior,38,"SQL, Options Pricing, AML, FX Trading",Medium,Low,59.8,Growing
2021-05-16,Finance,Financial Analyst,Da Nang,81,26275.96,12.69,Junior,18,"FX Trading, Options Pricing, Machine Learning, Risk Modeling, Power BI, Financial Modelling",High,High,43.9,Growing
2021-05-18,Finance,Quantitative Analyst,Singapore,78,43168.59,5.8,Senior,46,"Options Pricing, Excel, FX Trading, Python",High,Medium,65.4,Stable
2021-05-20,Finance,Risk Manager,Da Nang,77,10415.04,10.68,Fresher,40,"Blockchain, Bloomberg Terminal, Excel",Medium,Medium,49.8,Growing
2021-05-20,Finance,Actuary,Bangkok,82,22054.54,11.84,Junior,50,"Bloomberg Terminal, Tableau, AML, Excel, Power BI",Medium,Medium,59.3,Declining
2021-05-20,Finance,Investment Banker,Singapore,54,26768.32,13.9,Junior,32,"Excel, Power BI, Blockchain, AML",High,Medium,52.9,Growing
2021-05-21,Finance,Investment Banker,Bangkok,62,12103.26,12.93,Fresher,15,"Machine Learning, Excel, Solidity",High,Medium,53.3,Growing
2021-05-23,Finance,Actuary,Ho Chi Minh City,77,47811.04,5.48,Senior,44,"SQL, Blockchain, Excel, Financial Modelling, Basel III, CFA",Medium,High,68.1,Declining
2021-05-25,Finance,FinTech Developer,Da Nang,79,34457.21,8.03,Junior,48,"Python, Risk Modeling, Solidity, FX Trading",High,High,58.7,Growing
2021-05-25,Finance,Portfolio Manager,Singapore,80,54644.75,12.97,Senior,41,"FX Trading, CFA, Python, Tableau",Medium,High,40.3,Stable
2021-05-28,Finance,Investment Banker,Bangkok,76,42151.27,12.93,Senior,59,"CFA, AML, Blockchain, Bloomberg Terminal, Options Pricing, Machine Learning",Medium,Medium,74.2,Stable
2021-05-28,Finance,Credit Analyst,Ho Chi Minh City,69,18015.96,5.75,Fresher,39,"Financial Modelling, Tableau, Power BI, Blockchain, Bloomberg Terminal",High,High,75.8,Growing
2021-05-29,Finance,Investment Banker,Hanoi,70,30191.47,13.31,Junior,45,"Blockchain, Bloomberg Terminal, CFA",Low,High,60.7,Stable
2021-06-01,Finance,Actuary,Ho Chi Minh City,51,13965.1,15.44,Fresher,24,"Tableau, AML, CFA",High,Medium,63.0,Stable
2021-06-02,Finance,Blockchain Developer,Ho Chi Minh City,75,55514.27,14.44,Senior,64,"Excel, SQL, Risk Modeling, Bloomberg Terminal, Solidity",Medium,High,52.2,Stable
2021-06-04,Finance,FinTech Developer,Jakarta,74,19886.76,13.42,Fresher,55,"Financial Modelling, Tableau, Basel III, AML, CFA, Python",Medium,Medium,57.0,Growing
2021-06-04,Finance,Credit Analyst,Singapore,69,52317.7,11.56,Senior,38,"AML, Machine Learning, Python, Tableau, CFA, Options Pricing",High,Low,42.2,Stable
2021-06-07,Finance,FinTech Developer,Bangkok,65,14374.16,5.22,Fresher,51,"Machine Learning, Basel III, Excel, AML",High,Medium,53.6,Stable
2021-06-08,Finance,Quantitative Analyst,Manila,81,17312.95,5.02,Fresher,53,"Financial Modelling, Solidity, Options Pricing, AML, SQL, Machine Learning",Medium,Medium,40.7,Growing
2021-06-08,Finance,Investment Banker,Ho Chi Minh City,72,44335.38,5.45,Senior,59,"Tableau, Basel III, Python, Financial Modelling, Machine Learning, Power BI",High,High,41.1,Stable
2021-06-12,Finance,Quantitative Analyst,Singapore,76,5763.3,15.3,Fresher,63,"Basel III, Machine Learning, Options Pricing, Financial Modelling",Medium,Low,50.2,Declining
2021-06-12,Finance,Portfolio Manager,Jakarta,78,51966.72,10.02,Senior,30,"Power BI, Python, Options Pricing",High,Medium,69.3,Declining
2021-06-13,Finance,Blockchain Developer,Ho Chi Minh City,89,20800.85,8.82,Junior,16,"Python, Options Pricing, Blockchain, CFA, Financial Modelling, SQL",Medium,Medium,44.4,Growing
2021-06-14,Finance,Compliance Officer,Ho Chi Minh City,71,21063.09,10.33,Junior,57,"Python, AML, Basel III, Machine Learning, Bloomberg Terminal",High,Low,47.0,Stable
2021-06-18,Finance,Financial Analyst,Singapore,68,30769.28,12.55,Junior,24,"Bloomberg Terminal, CFA, Options Pricing, Tableau",High,High,60.1,Growing
2021-06-19,Finance,Investment Banker,Ho Chi Minh City,75,12540.7,11.33,Fresher,62,"SQL, Excel, Financial Modelling, Bloomberg Terminal, Power BI",High,Low,61.5,Stable
2021-06-19,Finance,Investment Banker,Hanoi,86,50093.7,12.35,Senior,45,"Options Pricing, Financial Modelling, Basel III, Excel",High,High,66.4,Stable
2021-06-20,Finance,Blockchain Developer,Hanoi,67,50390.65,11.14,Senior,15,"AML, Python, Power BI, Options Pricing",High,High,41.6,Growing
2021-06-22,Finance,RegTech Specialist,Jakarta,84,15782.69,9.09,Fresher,53,"Python, CFA, Financial Modelling, AML",Medium,Medium,66.5,Stable
2021-06-24,Finance,Quantitative Analyst,Bangkok,70,20340.42,8.95,Fresher,29,"Excel, Solidity, FX Trading, SQL, Python",Medium,High,44.3,Growing
2021-06-25,Finance,Quantitative Analyst,Manila,67,17687.12,15.74,Fresher,37,"CFA, SQL, Blockchain, Power BI, AML",Medium,High,62.0,Stable
2021-06-26,Finance,Risk Manager,Singapore,68,16577.14,11.74,Fresher,39,"Solidity, Bloomberg Terminal, Financial Modelling, Machine Learning, Python",Medium,Medium,41.0,Growing
2021-06-27,Finance,FinTech Developer,Manila,70,27726.2,13.06,Fresher,33,"Basel III, Financial Modelling, Python",High,Medium,77.0,Stable
2021-07-02,Finance,FinTech Developer,Manila,80,22529.75,7.54,Junior,23,"SQL, Power BI, Basel III, CFA, Excel, Risk Modeling",High,Low,60.2,Declining
2021-07-03,Finance,Actuary,Da Nang,65,7682.81,15.15,Fresher,22,"Bloomberg Terminal, Solidity, Power BI, Tableau, Risk Modeling, SQL",Medium,Low,73.3,Growing
2021-07-04,Finance,Blockchain Developer,Hanoi,71,32125.5,7.59,Junior,28,"FX Trading, Power BI, Options Pricing, CFA",Medium,Medium,40.1,Growing
2021-07-06,Finance,Portfolio Manager,Jakarta,66,28689.08,7.69,Junior,48,"Options Pricing, Blockchain, Basel III, Machine Learning, Tableau",Medium,Low,52.9,Growing
2021-07-07,Finance,Chief Financial Officer,Da Nang,82,15261.32,13.02,Fresher,60,"Solidity, SQL, Python, Blockchain, Options Pricing, AML",High,Medium,49.8,Declining
2021-07-07,Finance,Actuary,Da Nang,67,19412.8,9.25,Fresher,28,"Options Pricing, Risk Modeling, Financial Modelling, AML, Bloomberg Terminal",Medium,High,77.3,Stable
2021-07-08,Finance,FinTech Developer,Manila,60,24572.09,9.48,Junior,33,"Bloomberg Terminal, Blockchain, Power BI",Medium,Medium,67.6,Growing
2021-07-11,Finance,FinTech Developer,Manila,71,42025.46,12.38,Senior,45,"Power BI, Blockchain, Python, Tableau",Medium,High,64.4,Growing
2021-07-14,Finance,Financial Analyst,Da Nang,78,55947.58,10.0,Senior,45,"Solidity, Tableau, Options Pricing, Basel III, Machine Learning",Medium,High,46.1,Declining
2021-07-14,Finance,Blockchain Developer,Bangkok,79,51551.57,10.36,Senior,26,"Tableau, CFA, FX Trading",High,High,60.8,Declining
2021-07-18,Finance,Credit Analyst,Ho Chi Minh City,60,41743.07,14.59,Senior,21,"Power BI, Machine Learning, Excel",Medium,Low,41.5,Growing
2021-07-19,Finance,Credit Analyst,Bangkok,86,27848.85,15.48,Junior,27,"Risk Modeling, Blockchain, Financial Modelling, Basel III, Tableau",High,Medium,47.1,Stable
2021-07-20,Finance,Financial Analyst,Singapore,78,45189.36,4.3,Senior,43,"Solidity, Excel, Machine Learning",High,Medium,75.3,Declining
2021-07-23,Finance,Financial Analyst,Singapore,73,11713.22,9.87,Fresher,27,"Basel III, Excel, Power BI",High,High,49.6,Stable
2021-07-28,Finance,Compliance Officer,Ho Chi Minh City,84,50470.75,5.8,Senior,62,"Power BI, Bloomberg Terminal, Blockchain, CFA, Basel III, Tableau",High,High,54.3,Stable
2021-07-28,Finance,Quantitative Analyst,Da Nang,88,20969.06,14.14,Junior,41,"Excel, Solidity, CFA, Blockchain, Tableau, Basel III",High,Medium,62.2,Declining
2021-07-29,Finance,Credit Analyst,Hanoi,73,49855.76,9.25,Senior,29,"Machine Learning, Basel III, Blockchain, Excel",Medium,High,59.4,Growing
2021-07-30,Finance,Actuary,Singapore,82,53390.67,10.7,Senior,65,"Power BI, Excel, Solidity, Financial Modelling, Tableau",Medium,Medium,69.4,Growing
2021-08-01,Finance,Compliance Officer,Manila,70,17493.89,5.12,Fresher,59,"Solidity, FX Trading, Python, Options Pricing",High,Medium,69.4,Declining
2021-08-03,Finance,Risk Manager,Bangkok,72,23454.64,7.5,Junior,53,"AML, Power BI, Machine Learning, Blockchain, Risk Modeling",High,Medium,53.9,Stable
2021-08-04,Finance,Investment Banker,Ho Chi Minh City,73,14307.38,11.35,Fresher,17,"Machine Learning, AML, SQL, Bloomberg Terminal, Solidity",High,Low,69.6,Stable
2021-08-06,Finance,RegTech Specialist,Da Nang,85,11602.75,7.0,Fresher,61,"AML, SQL, Tableau, Machine Learning, FX Trading, CFA",High,Low,48.1,Declining
2021-08-06,Finance,Quantitative Analyst,Bangkok,81,20693.43,4.58,Fresher,55,"Python, Basel III, Bloomberg Terminal, Power BI, Solidity, Financial Modelling",High,Medium,66.2,Stable
2021-08-08,Finance,Credit Analyst,Ho Chi Minh City,78,53392.45,5.0,Senior,21,"Power BI, Machine Learning, FX Trading, Tableau, SQL, Options Pricing",Medium,Medium,73.1,Growing
2021-08-13,Finance,Compliance Officer,Singapore,66,66050.82,12.2,Senior,16,"Python, CFA, Bloomberg Terminal",Low,Medium,77.3,Stable
