date,industry,job_title,region,job_openings,avg_salary,salary_growth_rate,experience_level,remote_ratio,required_skills,competition_level,automation_risk,growth_score,demand_forecast
2024-02-27,Technology,Frontend Developer,Hanoi,187,53083.61,16.71,Senior,58,"Docker, CI/CD, Python, Azure, GraphQL, Rust",Medium,High,74.7,Stable
2023-09-08,Retail & E-Commerce,CRM Specialist,Bình Dương,145,7528.01,3.46,Fresher,46,"Shopify, Tableau",Low,High,58.0,Growing
2023-11-12,Technology,Data Scientist,Bangkok,175,52800.07,13.86,Senior,63,"Redis, MongoDB, Spark",High,Medium,83.1,Growing
2023-07-14,Logistics,Cold Chain Manager,Cần Thơ,129,5006.32,7.71,Fresher,22,"Negotiation, Route Optimization",Low,High,55.3,Growing
2021-12-08,Finance,Investment Banker,Da Nang,65,23979.34,5.52,Junior,30,"Machine Learning, Options Pricing, Blockchain, Tableau, Bloomberg Terminal, FX Trading",Medium,Medium,55.8,Growing
2023-07-18,Retail & E-Commerce,Store Operations Manager,Hà Nội,142,19459.97,11.96,Junior,39,"Supply Chain, SEM, Shopify",High,High,68.3,Growing
2022-01-31,Technology,ML Engineer,Jakarta,102,22319.26,15.38,Junior,40,"TypeScript, Spark, TensorFlow, Redis, Kubernetes, Rust, MongoDB",Medium,Medium,82.9,Growing
2022-10-03,Healthcare,Surgeon,Hà Nội,90,16180.23,8.15,Junior,29,"Patient Care, Data Analysis",High,Low,48.3,Stable
2022-09-11,Finance,Investment Banker,Jakarta,87,21269.51,10.94,Fresher,48,"Bloomberg Terminal, Financial Modelling, Risk Modeling, Machine Learning, AML",Medium,Medium,52.7,Declining
2022-08-19,Technology,Cloud Architect,Manila,140,17861.99,19.62,Junior,88,"MongoDB, SQL, TensorFlow, Python, Spark, Rust",Low,Low,66.0,Declining
2022-02-12,Technology,QA Engineer,Jakarta,121,12384.6,7.3,Fresher,79,"Docker, Python, JavaScript, GraphQL, Node.js",High,High,91.0,Growing
2021-08-22,Finance,Blockchain Developer,Ho Chi Minh City,67,48747.12,13.95,Senior,35,"Solidity, Options Pricing, Financial Modelling, Python, Power BI",High,High,60.4,Declining
2021-09-24,Finance,Quantitative Analyst,Manila,84,56946.23,10.61,Senior,64,"Blockchain, Machine Learning, Risk Modeling",Medium,Medium,56.9,Declining
2022-05-31,Healthcare,Hospital Administrator,Hải Phòng,95,32048.77,9.23,Senior,9,"HL7/FHIR, Radiology, Telemedicine, HIPAA Compliance",High,Low,45.7,Stable
2023-07-23,Retail & E-Commerce,Merchandising Analyst,TP.HCM,133,13614.91,4.52,Junior,33,"Supply Chain, Shopify",Medium,Medium,45.1,Declining
2024-01-27,Logistics,Warehouse Manager,Cần Thơ,133,8361.05,3.38,Fresher,7,"Last-Mile Logistics, Cold Chain",High,Medium,56.5,Growing
2024-02-12,Retail & E-Commerce,Performance Marketing Manager,Đồng Nai,180,8057.06,5.46,Fresher,63,"Email Marketing, CRM, Inventory Management, Tableau, Python",High,High,65.0,Stable
2023-09-11,Finance,Blockchain Developer,Bangkok,97,60401.43,14.87,Senior,37,"AML, Solidity, Tableau",Medium,Medium,72.8,Growing
2022-04-18,Healthcare,Physical Therapist,Bình Dương,73,26057.54,5.05,Junior,15,"Clinical Research, HIPAA Compliance, Data Analysis, Radiology",Medium,Medium,78.7,Growing
2022-04-05,Technology,Backend Developer,Ho Chi Minh City,116,17513.92,19.27,Junior,55,"TypeScript, Python, Kubernetes, Docker, Redis, Rust",Medium,Medium,61.0,Declining
2023-02-03,Healthcare,Surgeon,TP.HCM,100,44290.04,6.08,Senior,10,"Patient Care, HL7/FHIR",High,Low,47.7,Declining
2023-06-19,Logistics,3PL Account Manager,Cần Thơ,122,14724.71,5.98,Junior,13,"Cold Chain, Route Optimization",Medium,Low,63.6,Growing
2024-06-05,Technology,Software Engineer,Singapore,195,29182.34,10.89,Junior,48,"Rust, MongoDB, Redis, GraphQL",Medium,Medium,92.6,Stable
2023-07-22,Technology,Data Scientist,Bangkok,168,15158.31,18.94,Fresher,49,"SQL, Azure, Go, CI/CD, Python, Rust",High,Medium,60.0,Growing
2023-09-12,Retail & E-Commerce,Performance Marketing Manager,Đà Nẵng,161,31301.25,11.71,Senior,30,"CRM, Facebook Ads, Excel",Medium,Medium,40.5,Growing
2022-02-23,Finance,RegTech Specialist,Singapore,78,22942.04,13.43,Fresher,53,"Excel, Power BI, Python, Risk Modeling, CFA",High,Medium,41.9,Stable
2023-01-25,Technology,Security Engineer,Ho Chi Minh City,159,12650.81,16.74,Fresher,42,"React, Kubernetes, Python, CI/CD, Docker, MongoDB, TypeScript",Medium,Low,79.5,Growing
2021-06-14,Finance,Compliance Officer,Ho Chi Minh City,71,21063.09,10.33,Junior,57,"Python, AML, Basel III, Machine Learning, Bloomberg Terminal",High,Low,47.0,Stable
2023-06-08,Finance,Risk Manager,Ho Chi Minh City,100,15956.08,10.53,Fresher,17,"SQL, Tableau, Basel III, FX Trading, Bloomberg Terminal",High,Medium,70.2,Declining
2022-10-17,Finance,FinTech Developer,Hanoi,89,15271.57,15.59,Fresher,17,"Bloomberg Terminal, AML, Financial Modelling, Risk Modeling, FX Trading, Tableau",High,Medium,58.9,Growing
2024-05-23,Technology,QA Engineer,Singapore,193,19979.55,7.76,Junior,42,"Docker, MongoDB, SQL",High,Low,82.3,Growing
2023-02-08,Finance,Quantitative Analyst,Singapore,86,18889.5,8.49,Fresher,64,"Options Pricing, FX Trading, Tableau, AML",High,Low,64.2,Stable
2024-05-14,Technology,Data Analyst,Ho Chi Minh City,189,19266.76,13.41,Fresher,58,"GraphQL, Node.js, Docker",Medium,Medium,75.7,Growing
2022-08-08,Healthcare,Healthcare IT Specialist,Đồng Nai,98,23898.9,10.45,Junior,8,"EMR Systems, Data Analysis, Patient Care",Medium,Low,79.0,Growing
2022-08-27,Technology,Data Analyst,Hanoi,148,40251.76,6.92,Senior,75,"MongoDB, Machine Learning, AWS, CI/CD",High,High,74.4,Growing
2022-08-20,Healthcare,Hospital Administrator,Đà Nẵng,102,10359.13,4.78,Fresher,2,"Telemedicine, Radiology",Medium,Low,78.0,Stable
2022-01-06,Finance,Compliance Officer,Bangkok,72,20468.0,4.3,Fresher,33,"Tableau, Power BI, Excel, Solidity, Blockchain",Medium,Medium,46.4,Growing
2024-01-23,Logistics,Last-Mile Delivery Specialist,Đà Nẵng,125,14434.27,9.42,Junior,10,"Power BI, IoT Tracking",Medium,High,40.4,Stable
2024-03-02,Education,Learning Experience Designer,Cần Thơ,90,11441.26,8.23,Junior,65,"LMS Administration, Learning Analytics, Gamification, Video Production, Python",Medium,High,67.5,Stable
2022-11-24,Technology,Full Stack Developer,Ho Chi Minh City,161,31281.24,12.08,Junior,62,"JavaScript, Azure, Go, Machine Learning",High,High,68.8,Growing
2022-12-02,Education,Academic Researcher,Đồng Nai,72,5533.84,8.26,Fresher,63,"Data Analysis, Gamification, SCORM",Medium,Medium,64.2,Stable
2023-11-29,Healthcare,Radiologist,Hải Phòng,122,20911.35,8.41,Junior,1,"Patient Care, Pharmacology, Clinical Research, HL7/FHIR",Low,High,48.2,Growing
2024-01-03,Healthcare,Nurse Practitioner,Bình Dương,127,43918.15,10.39,Senior,21,"SQL, Telemedicine, AI Diagnostics, Data Analysis, Surgery",High,Low,62.7,Growing
2024-01-05,Retail & E-Commerce,E-Commerce Manager,Hà Nội,142,13394.47,3.85,Junior,54,"SEM, Facebook Ads, A/B Testing, SEO, Customer Journey, Shopify",Medium,Medium,50.5,Growing
2024-06-01,Retail & E-Commerce,Store Operations Manager,Cần Thơ,173,14883.92,9.84,Junior,48,"CRM, SQL, Shopify, A/B Testing, SEO, Excel",Medium,High,50.9,Growing
2022-05-05,Retail & E-Commerce,Data Analyst - Retail,Hà Nội,116,13439.81,11.88,Junior,60,"Inventory Management, Shopify, Facebook Ads",Low,Medium,73.8,Growing
2022-03-27,Finance,Compliance Officer,Singapore,71,7737.86,14.68,Fresher,34,"AML, Risk Modeling, Financial Modelling, Options Pricing, Power BI, CFA",Medium,Medium,50.1,Stable
2023-12-30,Technology,Backend Developer,Ho Chi Minh City,194,43084.62,11.02,Senior,49,"AWS, JavaScript, Rust, TensorFlow, GraphQL, TypeScript, Go",Low,Medium,66.5,Growing
2022-08-31,Retail & E-Commerce,CRM Specialist,TP.HCM,110,13287.15,7.55,Junior,36,"Shopify, Excel, Python, Tableau",Medium,Medium,41.1,Growing
2022-07-02,Finance,Financial Analyst,Jakarta,74,28949.62,12.01,Junior,63,"Blockchain, Excel, Risk Modeling",High,Medium,54.8,Stable
2023-05-10,Education,Learning Experience Designer,Cần Thơ,95,13037.62,3.43,Junior,88,"Articulate 360, STEM Teaching, Instructional Design",Low,Low,36.9,Declining
2023-12-03,Technology,Cloud Architect,Singapore,175,24297.84,6.25,Junior,60,"Kubernetes, Machine Learning, Azure",High,Medium,71.8,Growing
2022-07-03,Technology,Full Stack Developer,Bangkok,131,40668.87,18.48,Senior,66,"Spark, Go, CI/CD",High,Medium,65.9,Growing
2022-03-19,Logistics,Warehouse Manager,Bình Dương,107,7305.12,4.34,Fresher,28,"Supply Chain Management, IoT Tracking, SAP WMS",Low,Medium,60.1,Declining
2022-02-02,Retail & E-Commerce,Growth Hacker,Bình Dương,96,27800.17,12.35,Senior,29,"Facebook Ads, A/B Testing, SEM, Inventory Management, Tableau, Customer Journey",Medium,Medium,74.8,Declining
2021-06-19,Finance,Investment Banker,Hanoi,86,50093.7,12.35,Senior,45,"Options Pricing, Financial Modelling, Basel III, Excel",High,High,66.4,Stable
2022-11-19,Logistics,Freight Broker,Đồng Nai,109,28541.9,8.48,Senior,4,"ERP Systems, Freight Forwarding",Low,Medium,55.5,Stable
2023-01-20,Technology,Full Stack Developer,Hanoi,139,11964.25,12.46,Fresher,75,"TensorFlow, GraphQL, Python",Medium,Medium,77.3,Stable
2022-10-19,Finance,Risk Manager,Da Nang,92,35024.31,13.59,Junior,55,"FX Trading, Basel III, Power BI",Medium,Medium,68.4,Stable
2023-02-05,Finance,Actuary,Da Nang,89,6371.12,5.62,Fresher,39,"Python, SQL, Financial Modelling, Power BI",High,High,63.9,Growing
2022-09-21,Technology,ML Engineer,Hanoi,121,45098.42,9.57,Senior,87,"SQL, Kubernetes, Docker, Rust, Machine Learning",Medium,Low,78.8,Growing
2022-02-18,Retail & E-Commerce,Merchandising Analyst,Hải Phòng,113,4697.96,12.93,Fresher,35,"Google Analytics, Excel, CRM",Medium,High,77.5,Stable
2024-03-30,Retail & E-Commerce,CRM Specialist,Hà Nội,142,13772.72,8.82,Junior,22,"Python, Excel, Facebook Ads, Email Marketing, Customer Journey",Low,High,75.6,Declining
2022-01-11,Finance,Actuary,Jakarta,72,26084.99,11.84,Junior,47,"Excel, Python, Power BI",Medium,High,63.8,Growing
2022-06-11,Healthcare,Physical Therapist,Đà Nẵng,104,39126.42,7.4,Senior,23,"Python, Data Analysis",Medium,Low,48.0,Stable
2022-09-27,Education,Education Data Analyst,Đồng Nai,69,7930.98,7.19,Fresher,76,"Video Production, Gamification, Articulate 360, Learning Analytics",Low,Medium,74.5,Stable
2022-06-28,Healthcare,Physical Therapist,Đồng Nai,94,17639.55,3.99,Junior,37,"AI Diagnostics, SQL, HIPAA Compliance, Python",High,Low,84.2,Growing
2023-04-07,Retail & E-Commerce,Customer Success Manager,Hải Phòng,130,4971.64,5.27,Fresher,47,"Tableau, CRM, Excel, SEO, SEM, Facebook Ads",Medium,Medium,61.1,Stable
2022-08-09,Education,E-Learning Developer,Đồng Nai,88,20913.72,5.57,Senior,30,"Curriculum Development, LMS Administration, Instructional Design, Video Production, SCORM",Low,Low,62.6,Stable
2022-03-02,Technology,Data Scientist,Hanoi,129,12823.67,17.21,Fresher,95,"TypeScript, Redis, AWS, Azure, TensorFlow",High,Medium,62.2,Stable
2023-09-08,Education,Academic Researcher,Đà Nẵng,80,26410.19,7.45,Senior,33,"Data Analysis, Curriculum Development",Medium,High,37.3,Growing
2022-12-08,Healthcare,Clinical Researcher,Đà Nẵng,101,11664.48,10.9,Fresher,3,"Patient Care, Medical Coding",Medium,Low,72.6,Stable
2022-06-04,Education,Corporate Trainer,Bình Dương,77,9583.41,3.0,Fresher,75,"Python, Research",Medium,High,37.4,Stable
2023-03-28,Healthcare,Physical Therapist,Đồng Nai,101,16832.87,4.89,Fresher,27,"AI Diagnostics, Pharmacology, SQL, Patient Care, Medical Coding",Medium,Medium,51.2,Growing
2023-09-20,Technology,Product Manager,Singapore,182,24633.67,5.8,Junior,43,"Python, GraphQL, JavaScript, React",Medium,Low,95.4,Growing
2022-03-18,Education,Education Data Analyst,Đồng Nai,55,5270.23,8.39,Fresher,30,"STEM Teaching, Gamification, SCORM, LMS Administration, Python",Low,Low,41.9,Stable
2022-08-10,Technology,Data Scientist,Hanoi,157,57458.99,9.72,Senior,86,"MongoDB, Rust, Kubernetes, Redis",High,Low,70.3,Stable
2022-06-27,Finance,Portfolio Manager,Manila,81,28274.87,10.37,Fresher,15,"CFA, Options Pricing, Blockchain, AML, Tableau",Medium,High,50.0,Stable
2023-03-26,Education,STEM Teacher,TP.HCM,77,21282.29,8.92,Senior,59,"Data Analysis, Gamification, AI Tools, Articulate 360",Low,Medium,70.2,Stable
2023-08-26,Technology,Product Manager,Da Nang,158,9370.71,7.98,Fresher,83,"TensorFlow, MongoDB, Python, Redis",High,Low,85.8,Growing
2023-02-12,Technology,Full Stack Developer,Singapore,156,40456.82,13.54,Senior,73,"Machine Learning, TypeScript, Node.js, TensorFlow, GraphQL, JavaScript",High,Medium,80.4,Growing
2023-09-13,Retail & E-Commerce,CRM Specialist,Đồng Nai,143,32250.66,8.64,Senior,33,"A/B Testing, Facebook Ads, SQL",Medium,High,42.2,Stable
2023-06-02,Technology,Backend Developer,Da Nang,152,22678.23,10.27,Fresher,48,"Azure, Spark, MongoDB, Python, Go, JavaScript, SQL",Medium,Medium,93.1,Growing
2022-04-10,Technology,DevOps Engineer,Ho Chi Minh City,143,18512.89,5.9,Fresher,80,"TypeScript, GraphQL, React, SQL, Rust",Medium,Medium,90.4,Stable
2023-04-09,Retail & E-Commerce,Merchandising Analyst,Bình Dương,118,26523.5,4.03,Senior,38,"Google Analytics, A/B Testing, Shopify, CRM, Customer Journey",Low,High,52.7,Stable
2022-07-30,Healthcare,Medical Data Analyst,Đồng Nai,94,43321.37,11.58,Senior,1,"Telemedicine, SQL, HL7/FHIR",Medium,Low,45.8,Growing
2022-08-13,Logistics,Fleet Operations Manager,Bình Dương,89,14305.81,3.07,Junior,12,"Excel, Python, Cold Chain, Freight Forwarding",Low,High,61.6,Growing
2022-01-21,Technology,ML Engineer,Ho Chi Minh City,108,41935.64,9.66,Senior,48,"React, Kubernetes, CI/CD, Azure, Rust, Docker",Medium,Medium,61.2,Stable
2022-11-09,Education,Education Data Analyst,Đồng Nai,83,10859.41,3.71,Junior,76,"Learning Analytics, STEM Teaching, Python, SCORM, Research",Low,Low,47.7,Growing
2022-07-10,Technology,Data Analyst,Hanoi,116,16338.99,5.06,Junior,76,"AWS, Redis, Azure, Machine Learning, CI/CD, MongoDB",High,Low,74.1,Growing
2021-10-28,Education,Student Success Manager,Hải Phòng,62,14797.92,6.49,Junior,31,"Learning Analytics, Data Analysis, Research, LMS Administration",High,Medium,35.6,Stable
2024-02-01,Technology,Frontend Developer,Jakarta,194,29895.09,18.84,Junior,85,"Azure, Redis, JavaScript",High,High,58.8,Growing
2023-11-27,Technology,ML Engineer,Jakarta,154,10328.01,8.18,Fresher,90,"JavaScript, Azure, Node.js, Redis, React, TypeScript",High,High,93.5,Stable
2022-06-12,Logistics,Logistics Coordinator,Bình Dương,115,5393.43,9.37,Fresher,5,"ERP Systems, Customs, Last-Mile Logistics, Route Optimization",High,Low,44.0,Stable
2024-02-26,Retail & E-Commerce,E-Commerce Manager,Bình Dương,152,30615.75,12.97,Senior,69,"Facebook Ads, Tableau, Excel, Shopify",High,Medium,77.2,Growing
2023-07-27,Education,Curriculum Designer,Đồng Nai,71,23890.34,8.31,Senior,59,"Python, Learning Analytics, Articulate 360, Video Production, Instructional Design",High,Medium,32.4,Stable
2023-03-23,Logistics,Warehouse Manager,Đà Nẵng,105,7722.36,6.69,Fresher,17,"Customs, Supply Chain Management, Negotiation, SAP WMS",Medium,High,54.6,Growing
2023-04-08,Education,Academic Researcher,Đà Nẵng,66,25248.37,2.32,Senior,62,"Data Analysis, LMS Administration",Low,High,70.6,Growing
2023-07-28,Healthcare,Pharmacist,Hải Phòng,105,36257.33,9.15,Senior,33,"Radiology, AI Diagnostics, Clinical Research, HL7/FHIR",Medium,Medium,45.1,Declining
2023-02-23,Retail & E-Commerce,Customer Success Manager,Bình Dương,136,14526.93,11.39,Junior,29,"CRM, Email Marketing, Shopify, Facebook Ads, Google Analytics, Customer Journey",High,High,68.1,Declining
2023-10-27,Education,Corporate Trainer,TP.HCM,91,10816.1,7.16,Junior,62,"SCORM, LMS Administration",Low,Low,62.0,Declining
2022-12-26,Finance,RegTech Specialist,Da Nang,78,26567.4,13.4,Junior,63,"Excel, FX Trading, AML, Python",High,Medium,76.6,Stable
2024-03-22,Retail & E-Commerce,Data Analyst - Retail,Cần Thơ,164,3511.42,10.13,Fresher,26,"A/B Testing, Inventory Management, Tableau, SQL",Medium,Low,58.7,Growing
2022-12-04,Healthcare,Medical Data Analyst,Hải Phòng,91,24959.17,11.31,Junior,21,"SQL, EMR Systems",Medium,High,52.0,Stable
2021-10-08,Finance,Risk Manager,Ho Chi Minh City,76,19366.65,6.39,Junior,60,"CFA, SQL, Python",Medium,High,47.4,Stable
2022-09-17,Technology,Security Engineer,Da Nang,137,25176.59,11.72,Junior,52,"JavaScript, Kubernetes, React, AWS, TensorFlow",Medium,Low,66.4,Stable
2023-05-28,Finance,Credit Analyst,Ho Chi Minh City,99,33630.71,10.47,Junior,23,"FX Trading, Blockchain, Excel, CFA, Tableau",High,High,55.7,Stable
2023-11-19,Healthcare,Healthcare IT Specialist,Đà Nẵng,117,42270.86,4.76,Senior,2,"Telemedicine, Medical Coding, EMR Systems, Python, Radiology",Medium,Low,62.5,Stable
2022-02-04,Finance,Blockchain Developer,Hanoi,81,26296.64,6.58,Junior,63,"AML, Python, Power BI",High,Medium,68.1,Stable
2023-01-23,Logistics,Procurement Specialist,Đồng Nai,122,25490.74,4.12,Senior,12,"SQL, Cold Chain, Python, Freight Forwarding, ERP Systems",Medium,High,41.6,Growing
2022-05-05,Education,E-Learning Developer,Hà Nội,74,20557.12,7.26,Senior,47,"Python, Instructional Design",Medium,Medium,71.8,Declining
2023-07-16,Finance,Actuary,Ho Chi Minh City,97,15456.66,12.91,Fresher,65,"Blockchain, Machine Learning, Risk Modeling, Python, Bloomberg Terminal",Medium,Medium,58.9,Growing
2023-04-02,Finance,Compliance Officer,Ho Chi Minh City,96,70118.88,13.23,Senior,58,"Power BI, Bloomberg Terminal, AML, Solidity, Tableau",High,Low,67.0,Stable
2022-11-08,Finance,FinTech Developer,Manila,78,6532.73,7.37,Fresher,29,"SQL, Machine Learning, Financial Modelling, Tableau, Options Pricing, CFA",Medium,Medium,40.5,Growing
2023-03-11,Finance,Credit Analyst,Singapore,97,16534.43,4.89,Fresher,51,"FX Trading, Tableau, Basel III",Low,Medium,78.3,Growing
2022-03-14,Finance,Actuary,Bangkok,89,13374.97,10.66,Fresher,54,"Power BI, Bloomberg Terminal, Basel III, Excel, Python",Medium,Medium,45.8,Growing
2022-02-08,Technology,ML Engineer,Manila,112,37611.79,5.49,Senior,71,"TypeScript, SQL, Go, Machine Learning, Python, Azure, React",Medium,High,64.7,Declining
2022-03-26,Healthcare,Telemedicine Physician,TP.HCM,114,23024.83,3.38,Junior,36,"Radiology, SQL, Telemedicine, Python",Medium,Medium,55.4,Stable
2022-04-13,Finance,FinTech Developer,Singapore,88,21149.39,12.62,Junior,52,"Solidity, Python, AML",Low,Low,49.5,Growing
2024-01-03,Logistics,Warehouse Manager,Hải Phòng,116,7825.49,4.79,Fresher,20,"SAP WMS, Power BI, Cold Chain, IoT Tracking, ERP Systems",Low,Medium,35.5,Stable
2022-10-25,Retail & E-Commerce,UX Designer,TP.HCM,128,27165.6,10.65,Senior,31,"SQL, Facebook Ads",Low,High,43.4,Declining
2022-09-06,Healthcare,Physical Therapist,Cần Thơ,118,16382.07,3.24,Fresher,6,"Python, Clinical Research",Medium,Medium,77.8,Growing
2022-03-10,Healthcare,Radiologist,Hà Nội,99,20048.78,8.68,Junior,37,"Telemedicine, HIPAA Compliance, EMR Systems, Data Analysis",High,Medium,51.1,Stable
2022-05-22,Retail & E-Commerce,Category Manager,Đồng Nai,106,5865.17,11.89,Fresher,53,"Facebook Ads, Customer Journey, Shopify, Python, SEO, Google Analytics",Medium,High,59.9,Declining
2022-10-02,Technology,Cloud Architect,Manila,160,9563.83,19.67,Fresher,90,"Rust, TensorFlow, Go, React",Low,High,87.0,Growing
2023-09-26,Technology,Product Manager,Bangkok,182,17560.17,18.23,Junior,54,"Kubernetes, Azure, JavaScript, Spark, Redis, Rust",Medium,High,89.3,Declining
2022-04-16,Retail & E-Commerce,Customer Success Manager,Bình Dương,108,10324.04,7.29,Fresher,59,"A/B Testing, Customer Journey, CRM, SQL",Medium,Low,43.3,Stable
2022-04-21,Healthcare,Radiologist,Đồng Nai,85,22323.59,8.88,Junior,36,"Pharmacology, HL7/FHIR, Telemedicine, AI Diagnostics",Medium,Low,65.4,Declining
2021-01-16,Finance,Actuary,Da Nang,73,14083.98,9.18,Fresher,59,"Tableau, Financial Modelling, Basel III",Medium,Medium,50.6,Stable
2022-08-13,Education,Corporate Trainer,Hà Nội,82,4899.77,2.58,Fresher,84,"STEM Teaching, LMS Administration, SCORM, Curriculum Development",Low,Low,62.4,Growing
2021-04-21,Finance,FinTech Developer,Ho Chi Minh City,73,18626.28,10.89,Junior,21,"CFA, Machine Learning, Tableau, Bloomberg Terminal",High,Medium,75.4,Declining
2023-06-09,Education,STEM Teacher,Bình Dương,74,5321.29,5.71,Fresher,39,"STEM Teaching, Video Production, Research",Low,Low,43.8,Stable
2023-12-10,Retail & E-Commerce,Customer Success Manager,Cần Thơ,139,26268.83,4.7,Senior,51,"CRM, Facebook Ads",Low,Medium,52.2,Growing
2022-07-29,Retail & E-Commerce,Merchandising Analyst,TP.HCM,96,26975.92,4.02,Senior,66,"SEM, Tableau, SQL",Medium,Medium,42.5,Declining
2022-07-10,Finance,Investment Banker,Bangkok,75,17621.58,6.68,Fresher,65,"Solidity, FX Trading, Excel, Risk Modeling, CFA, Power BI",Medium,Medium,61.2,Declining
