date,industry,job_title,region,job_openings,avg_salary,salary_growth_rate,experience_level,remote_ratio,required_skills,competition_level,automation_risk,growth_score,demand_forecast
2021-10-12,Education,E-Learning Developer,Hải Phòng,56,21290.58,3.15,Senior,34,"Instructional Design, AI Tools, SCORM, Articulate 360, Curriculum Development",Medium,Medium,73.8,Growing
2021-10-16,Education,Online Course Instructor,Hải Phòng,53,20194.88,6.56,Senior,64,"Data Analysis, SCORM, Research, STEM Teaching, LMS Administration",Medium,Low,52.1,Stable
2021-10-17,Education,Student Success Manager,Hải Phòng,59,12062.2,4.39,Junior,35,"AI Tools, Python, SCORM, Data Analysis, Curriculum Development",High,Medium,72.6,Growing
2021-10-20,Education,E-Learning Developer,Cần Thơ,62,11164.56,5.19,Junior,40,"AI Tools, Gamification, Research, Learning Analytics, STEM Teaching",High,Medium,71.8,Growing
2021-10-21,Education,Education Data Analyst,Đà Nẵng,70,13382.17,4.11,Junior,30,"Gamification, Python, Articulate 360",Medium,High,52.8,Stable
2021-10-21,Education,EdTech Developer,Hải Phòng,65,18174.79,7.26,Senior,71,"Instructional Design, Learning Analytics, STEM Teaching",Low,Medium,44.2,Declining
2021-10-25,Education,Academic Researcher,TP.HCM,64,6642.05,8.34,Fresher,72,"Research, Gamification",Low,Medium,71.9,Stable
2021-10-28,Education,Corporate Trainer,Cần Thơ,74,4439.37,3.18,Fresher,42,"Data Analysis, Instructional Design, LMS Administration",Low,High,59.9,Growing
2021-10-28,Education,Student Success Manager,Hải Phòng,62,14797.92,6.49,Junior,31,"Learning Analytics, Data Analysis, Research, LMS Administration",High,Medium,35.6,Stable
2021-10-29,Education,E-Learning Developer,Đồng Nai,70,8579.4,3.48,Junior,54,"Articulate 360, Data Analysis, SCORM, Curriculum Development, STEM Teaching",Low,High,53.9,Stable
2021-11-03,Education,Education Data Analyst,Đồng Nai,71,21276.52,8.33,Senior,51,"Curriculum Development, Data Analysis, Research, Gamification",Medium,High,59.8,Stable
2021-11-04,Education,Online Course Instructor,Hà Nội,63,9498.69,3.02,Junior,53,"SCORM, Articulate 360",Low,Medium,34.3,Stable
2021-11-06,Education,Student Success Manager,Hải Phòng,55,12716.55,6.92,Junior,67,"Curriculum Development, Articulate 360, STEM Teaching",High,Medium,66.1,Stable
2021-11-07,Education,STEM Teacher,Bình Dương,72,23947.93,2.47,Senior,75,"STEM Teaching, LMS Administration, Gamification, AI Tools",Low,Medium,43.8,Stable
2021-11-10,Education,Curriculum Designer,Đà Nẵng,66,22325.73,8.44,Senior,75,"Research, AI Tools, Instructional Design, SCORM",Low,Medium,62.3,Growing
2021-11-12,Education,E-Learning Developer,Hà Nội,63,2413.82,4.81,Fresher,81,"Curriculum Development, SCORM, LMS Administration, AI Tools",Medium,Low,33.2,Growing
2021-11-13,Education,Education Data Analyst,Hà Nội,57,2414.02,4.24,Fresher,61,"Curriculum Development, LMS Administration, AI Tools, SCORM",Low,High,64.4,Stable
2021-11-14,Education,Learning Experience Designer,Hà Nội,66,5034.88,2.02,Fresher,31,"STEM Teaching, Learning Analytics, Research, Curriculum Development",Low,Medium,39.4,Growing
2021-11-14,Education,Learning Experience Designer,Đồng Nai,62,5439.91,6.81,Fresher,82,"Learning Analytics, AI Tools, Python, LMS Administration, Data Analysis",Medium,Medium,65.7,Growing
2021-11-16,Education,Academic Researcher,Hải Phòng,64,10009.65,7.66,Junior,30,"Instructional Design, Gamification",Medium,Medium,70.5,Declining
2021-11-16,Education,Learning Experience Designer,Cần Thơ,55,12150.69,3.35,Junior,65,"Articulate 360, Instructional Design, Learning Analytics, SCORM",Low,Medium,66.7,Stable
2021-11-18,Education,EdTech Developer,Bình Dương,72,25457.88,3.0,Senior,80,"Gamification, AI Tools, Learning Analytics, Articulate 360",High,Low,32.3,Declining
2021-11-18,Education,Learning Experience Designer,Hà Nội,50,10586.62,7.62,Junior,62,"Articulate 360, Instructional Design, Gamification, AI Tools",Low,Low,58.1,Growing
2021-11-21,Education,Corporate Trainer,Đồng Nai,75,8721.99,3.16,Junior,51,"AI Tools, Articulate 360, Data Analysis",High,Medium,74.9,Growing
2021-11-21,Education,School Principal,Hải Phòng,72,12122.44,3.12,Junior,32,"Instructional Design, Research, LMS Administration",Medium,High,53.3,Declining
2021-11-21,Education,Academic Researcher,Hải Phòng,60,7782.27,6.87,Junior,48,"SCORM, Instructional Design, STEM Teaching",Medium,High,72.5,Stable
2021-11-25,Education,Learning Experience Designer,Bình Dương,67,10970.81,4.69,Junior,48,"Data Analysis, Video Production, Gamification",High,High,73.6,Declining
2021-11-27,Education,Education Data Analyst,Đồng Nai,66,21998.13,8.73,Senior,82,"SCORM, Python, STEM Teaching, AI Tools",Medium,Low,74.6,Stable
2021-11-27,Education,Academic Researcher,Đà Nẵng,66,5686.49,2.06,Fresher,88,"Gamification, Python, LMS Administration, Data Analysis",High,Medium,58.0,Growing
2021-11-28,Education,Academic Researcher,Hà Nội,50,6589.88,4.75,Fresher,59,"LMS Administration, Learning Analytics, Research, Articulate 360, Python",Medium,High,43.3,Growing
2021-11-30,Education,Academic Researcher,TP.HCM,55,5990.62,7.22,Fresher,41,"SCORM, LMS Administration, Data Analysis",Low,Medium,63.3,Stable
2021-11-30,Education,EdTech Developer,Bình Dương,69,4836.34,5.92,Fresher,47,"Python, Video Production, Data Analysis, AI Tools",Low,Low,71.7,Growing
2021-12-01,Education,STEM Teacher,TP.HCM,58,14922.63,8.49,Junior,63,"Video Production, STEM Teaching",Medium,Medium,52.4,Stable
2021-12-05,Education,School Principal,Hà Nội,65,21564.21,6.08,Senior,31,"Articulate 360, Python, LMS Administration, Research",Low,Low,34.6,Declining
2021-12-09,Education,Corporate Trainer,Cần Thơ,47,4050.01,3.11,Fresher,57,"SCORM, Learning Analytics",Low,Low,64.5,Stable
2021-12-11,Education,Learning Experience Designer,TP.HCM,47,13192.06,6.19,Junior,85,"Instructional Design, AI Tools, Data Analysis, Curriculum Development, LMS Administration",Medium,Medium,71.3,Declining
2021-12-17,Education,Curriculum Designer,Hải Phòng,67,13064.17,3.04,Junior,40,"Articulate 360, Learning Analytics, Python, Research, AI Tools",Medium,Low,74.9,Growing
2021-12-19,Education,School Principal,Cần Thơ,66,11461.59,5.98,Junior,34,"Research, Instructional Design, Curriculum Development, SCORM, Video Production",Low,High,46.9,Stable
2021-12-25,Education,Academic Researcher,Đà Nẵng,78,5379.18,5.57,Fresher,68,"Python, LMS Administration",Medium,Medium,58.6,Stable
2021-12-26,Education,Student Success Manager,Hà Nội,48,9598.43,4.41,Junior,87,"Instructional Design, Articulate 360, STEM Teaching, Gamification, Research",High,High,36.2,Declining
2021-12-26,Education,Learning Experience Designer,TP.HCM,58,8925.34,5.64,Fresher,37,"Learning Analytics, AI Tools, Instructional Design, Gamification, SCORM",High,High,42.2,Growing
2021-12-30,Education,School Principal,Đà Nẵng,69,6574.76,3.92,Fresher,67,"SCORM, Instructional Design, Articulate 360",Medium,Medium,61.0,Growing
2022-01-02,Education,EdTech Developer,Hà Nội,59,23081.22,6.73,Senior,36,"SCORM, Gamification, Video Production, STEM Teaching",Medium,Medium,45.1,Stable
2022-01-03,Education,Online Course Instructor,Đà Nẵng,64,22961.09,3.91,Senior,78,"Data Analysis, LMS Administration, AI Tools, Articulate 360, STEM Teaching",Medium,High,73.8,Stable
2022-01-04,Education,Online Course Instructor,Bình Dương,52,7734.28,5.75,Fresher,74,"Data Analysis, Gamification",Low,Medium,58.1,Declining
2022-01-05,Education,School Principal,Bình Dương,55,9053.48,8.36,Fresher,46,"Curriculum Development, Gamification, Articulate 360, Learning Analytics, Python",Medium,Low,52.8,Declining
2022-01-06,Education,School Principal,TP.HCM,63,4459.34,3.4,Fresher,79,"LMS Administration, Curriculum Development",Low,Medium,52.7,Declining
2022-01-09,Education,School Principal,Cần Thơ,58,13307.39,2.71,Junior,90,"SCORM, AI Tools, Data Analysis",Medium,Low,30.6,Stable
2022-01-16,Education,EdTech Developer,Cần Thơ,55,5512.74,4.32,Fresher,71,"Articulate 360, Data Analysis, Instructional Design, Learning Analytics",Low,Low,42.6,Growing
2022-01-16,Education,Corporate Trainer,TP.HCM,84,21633.49,4.84,Senior,68,"Video Production, LMS Administration, Gamification, AI Tools, Curriculum Development",Low,High,38.6,Growing
2022-01-17,Education,EdTech Developer,Hải Phòng,58,19212.02,5.07,Senior,44,"Research, Gamification, LMS Administration, Articulate 360",Low,High,70.2,Stable
2022-01-19,Education,E-Learning Developer,Đồng Nai,60,10445.1,5.47,Junior,53,"STEM Teaching, Curriculum Development",Medium,Medium,73.1,Stable
2022-01-22,Education,School Principal,Đà Nẵng,54,7040.93,4.89,Fresher,82,"Curriculum Development, Python, Gamification, AI Tools",Low,Low,31.6,Stable
2022-01-24,Education,Education Data Analyst,TP.HCM,59,20794.44,2.57,Senior,51,"Video Production, Instructional Design, Gamification, Curriculum Development, Research",Medium,High,58.7,Declining
2022-01-24,Education,Learning Experience Designer,Đà Nẵng,65,3451.74,6.52,Fresher,38,"Gamification, STEM Teaching, Research, AI Tools, Instructional Design",High,Low,59.2,Declining
2022-01-30,Education,EdTech Developer,TP.HCM,62,21599.81,7.35,Senior,35,"LMS Administration, AI Tools, Video Production",Medium,Medium,68.2,Growing
2022-02-01,Education,Curriculum Designer,Hải Phòng,76,20409.17,7.92,Senior,71,"LMS Administration, AI Tools",Low,Medium,66.1,Declining
2022-02-04,Education,Curriculum Designer,Cần Thơ,73,8601.38,2.33,Fresher,65,"Data Analysis, SCORM, Python, STEM Teaching, LMS Administration",Low,Medium,55.2,Declining
2022-02-04,Education,STEM Teacher,Cần Thơ,60,8807.63,4.88,Fresher,49,"LMS Administration, STEM Teaching, Gamification, Instructional Design",Low,Low,63.0,Growing
2022-02-06,Education,Education Data Analyst,TP.HCM,60,5072.83,8.75,Fresher,35,"STEM Teaching, Data Analysis, Python",Medium,Low,36.6,Stable
2022-02-08,Education,Education Data Analyst,Đồng Nai,66,11750.53,2.47,Junior,52,"Curriculum Development, Video Production, Instructional Design",Low,Medium,44.4,Stable
2022-02-09,Education,Online Course Instructor,Đà Nẵng,68,4920.08,2.79,Fresher,45,"Articulate 360, Python, Research, Video Production",Medium,Low,65.2,Stable
2022-02-12,Education,Academic Researcher,Đồng Nai,58,22727.41,5.81,Senior,80,"Curriculum Development, LMS Administration, Data Analysis, Articulate 360, AI Tools",Medium,High,39.2,Stable
2022-02-17,Education,Academic Researcher,Hải Phòng,65,19841.29,3.95,Senior,56,"Learning Analytics, Articulate 360, LMS Administration",High,Low,60.3,Growing
2022-02-17,Education,Education Data Analyst,TP.HCM,58,8733.54,4.04,Fresher,87,"Gamification, Research, Video Production, Curriculum Development",Medium,Medium,62.7,Stable
2022-02-18,Education,Academic Researcher,Đồng Nai,71,11027.97,3.87,Junior,57,"Python, STEM Teaching, Curriculum Development, SCORM, Research",Low,Medium,36.3,Stable
2022-02-19,Education,EdTech Developer,TP.HCM,78,9042.31,6.82,Junior,45,"Research, Curriculum Development",High,Medium,47.3,Growing
2022-02-28,Education,Student Success Manager,Đà Nẵng,76,9922.9,5.42,Junior,56,"Learning Analytics, AI Tools, SCORM, LMS Administration",Medium,Low,42.9,Growing
2022-03-02,Education,E-Learning Developer,Hà Nội,66,8022.54,4.05,Fresher,84,"STEM Teaching, Gamification, Curriculum Development, Python, Articulate 360",High,Medium,43.3,Stable
2022-03-03,Education,E-Learning Developer,TP.HCM,67,22865.23,5.05,Senior,37,"Curriculum Development, Python",Low,High,45.9,Growing
2022-03-04,Education,STEM Teacher,TP.HCM,74,19926.07,7.08,Senior,89,"Instructional Design, LMS Administration, Articulate 360",High,Medium,59.1,Growing
2022-03-05,Education,E-Learning Developer,Hải Phòng,66,6338.48,6.19,Fresher,65,"LMS Administration, Research, STEM Teaching",Low,Medium,43.1,Stable
2022-03-06,Education,Academic Researcher,Đồng Nai,67,3590.1,8.84,Fresher,80,"Python, Learning Analytics, Gamification",Medium,High,72.3,Growing
2022-03-06,Education,Learning Experience Designer,Đà Nẵng,66,5667.1,2.07,Fresher,59,"Data Analysis, AI Tools",Low,Medium,56.4,Stable
2022-03-14,Education,Student Success Manager,Bình Dương,76,20262.57,7.5,Senior,45,"Curriculum Development, Video Production, Python",Medium,Low,37.0,Declining
2022-03-15,Education,STEM Teacher,Cần Thơ,77,9599.1,7.21,Junior,67,"AI Tools, Articulate 360",Medium,High,49.1,Growing
2022-03-17,Education,Curriculum Designer,Bình Dương,67,12824.97,2.66,Junior,49,"Instructional Design, Articulate 360, Learning Analytics, STEM Teaching",Medium,High,33.2,Stable
2022-03-18,Education,Education Data Analyst,Đồng Nai,55,5270.23,8.39,Fresher,30,"STEM Teaching, Gamification, SCORM, LMS Administration, Python",Low,Low,41.9,Stable
2022-03-20,Education,Education Data Analyst,Hà Nội,54,21177.05,5.71,Senior,90,"Learning Analytics, Video Production, Curriculum Development",Medium,High,57.6,Declining
2022-03-21,Education,Academic Researcher,Cần Thơ,64,22328.76,4.53,Senior,46,"SCORM, Curriculum Development",Low,Low,52.3,Declining
2022-03-22,Education,Online Course Instructor,Đà Nẵng,67,21821.86,8.43,Senior,86,"AI Tools, Learning Analytics, STEM Teaching, Data Analysis, Instructional Design",High,High,45.8,Stable
2022-03-22,Education,Education Data Analyst,Bình Dương,63,8350.43,4.65,Fresher,79,"Learning Analytics, Curriculum Development, Video Production, Gamification",Low,High,65.2,Declining
2022-03-23,Education,E-Learning Developer,Đà Nẵng,63,21139.49,2.83,Senior,89,"Curriculum Development, Python, Articulate 360, AI Tools, LMS Administration",Low,Medium,59.7,Growing
2022-03-29,Education,Corporate Trainer,TP.HCM,69,11737.89,3.85,Junior,84,"AI Tools, Data Analysis, Research, Curriculum Development, Articulate 360",Low,Low,43.7,Growing
2022-03-30,Education,E-Learning Developer,Đồng Nai,72,13997.92,7.68,Junior,76,"Curriculum Development, Research, LMS Administration, Learning Analytics",High,Medium,67.1,Declining
2022-04-04,Education,Learning Experience Designer,Bình Dương,60,10968.04,7.0,Junior,32,"Learning Analytics, LMS Administration, Python",Medium,Medium,42.9,Growing
2022-04-11,Education,Learning Experience Designer,Hải Phòng,61,22330.84,8.78,Senior,43,"Instructional Design, Research, Articulate 360, Data Analysis",Low,Low,62.2,Growing
2022-04-11,Education,School Principal,Cần Thơ,75,9808.79,5.44,Fresher,83,"Python, Data Analysis, Articulate 360",Medium,High,41.0,Declining
2022-04-11,Education,Academic Researcher,Hải Phòng,72,12291.7,5.65,Junior,85,"Research, LMS Administration",Medium,High,71.5,Declining
2022-04-12,Education,STEM Teacher,Hà Nội,54,19323.4,7.79,Senior,53,"SCORM, Data Analysis",Medium,Medium,32.7,Stable
2022-04-12,Education,E-Learning Developer,Cần Thơ,65,11114.06,2.88,Junior,49,"STEM Teaching, Gamification, AI Tools, Data Analysis, Instructional Design",Medium,Low,42.7,Growing
2022-04-13,Education,Academic Researcher,Đồng Nai,76,22064.32,2.66,Senior,81,"LMS Administration, SCORM, Curriculum Development",Medium,Low,71.7,Stable
2022-04-15,Education,STEM Teacher,Bình Dương,55,2443.39,7.74,Fresher,59,"SCORM, Instructional Design, Python, Curriculum Development, Data Analysis",Medium,High,44.3,Stable
2022-04-18,Education,Student Success Manager,Đồng Nai,61,5593.09,4.94,Fresher,66,"LMS Administration, STEM Teaching, Learning Analytics, Research, SCORM",Low,Low,31.9,Growing
2022-04-20,Education,E-Learning Developer,Đà Nẵng,64,21974.18,2.58,Senior,78,"Instructional Design, Learning Analytics, Data Analysis, Video Production",Low,Medium,73.5,Growing
2022-04-22,Education,Learning Experience Designer,Đồng Nai,68,11466.86,7.45,Junior,35,"Gamification, LMS Administration, Research",Low,High,63.6,Growing
2022-04-22,Education,Curriculum Designer,Đồng Nai,66,20932.01,3.86,Senior,59,"Curriculum Development, AI Tools, Research, Gamification, Articulate 360",Low,High,61.9,Growing
2022-04-24,Education,E-Learning Developer,TP.HCM,63,19388.02,2.6,Senior,62,"Articulate 360, Instructional Design, Data Analysis, STEM Teaching, Video Production",Medium,Medium,50.7,Growing
2022-04-25,Education,STEM Teacher,TP.HCM,67,9681.09,5.35,Junior,32,"LMS Administration, Instructional Design, Articulate 360, Python, STEM Teaching",Low,Medium,40.3,Stable
2022-05-02,Education,School Principal,Đà Nẵng,71,8165.44,5.5,Fresher,63,"Gamification, STEM Teaching, Python, Research",Low,High,41.4,Stable
2022-05-05,Education,Corporate Trainer,Bình Dương,65,6101.44,6.74,Fresher,79,"AI Tools, Curriculum Development, Data Analysis, Instructional Design",Low,High,64.0,Stable
2022-05-05,Education,E-Learning Developer,Hà Nội,74,20557.12,7.26,Senior,47,"Python, Instructional Design",Medium,Medium,71.8,Declining
2022-05-10,Education,Student Success Manager,Bình Dương,57,22077.8,8.74,Senior,50,"AI Tools, Instructional Design, Articulate 360, Python, Curriculum Development",Low,Medium,39.6,Stable
2022-05-10,Education,Curriculum Designer,Đà Nẵng,65,5713.77,3.61,Fresher,45,"Python, LMS Administration",Medium,Low,54.2,Stable
2022-05-11,Education,Academic Researcher,Đồng Nai,76,11733.48,2.92,Junior,42,"Python, Video Production",Low,Medium,62.8,Growing
2022-05-12,Education,Student Success Manager,Hà Nội,55,20687.34,8.45,Senior,61,"Video Production, Data Analysis, Learning Analytics",Medium,Medium,59.6,Stable
2022-05-15,Education,Academic Researcher,Hải Phòng,80,10689.27,2.0,Fresher,62,"Articulate 360, Video Production, Python, Data Analysis, AI Tools",Low,Low,54.4,Growing
2022-05-16,Education,Corporate Trainer,TP.HCM,61,4612.93,4.45,Fresher,63,"Video Production, STEM Teaching, Instructional Design, Articulate 360",High,High,60.0,Declining
2022-05-18,Education,Education Data Analyst,Cần Thơ,71,23121.46,8.75,Senior,56,"LMS Administration, Instructional Design, SCORM, AI Tools, Data Analysis",Medium,High,49.1,Growing
2022-05-19,Education,Student Success Manager,TP.HCM,71,9375.51,2.99,Fresher,66,"Video Production, Articulate 360",Medium,High,70.4,Stable
2022-05-20,Education,STEM Teacher,Cần Thơ,60,6160.66,8.33,Fresher,88,"Research, Articulate 360, STEM Teaching",High,Medium,37.6,Growing
2022-05-22,Education,Education Data Analyst,Hà Nội,69,24185.2,8.12,Senior,54,"Gamification, AI Tools, Learning Analytics, Data Analysis",High,High,32.2,Declining
2022-05-22,Education,EdTech Developer,Bình Dương,74,11945.34,5.15,Junior,60,"STEM Teaching, Articulate 360, Python",Medium,Medium,31.8,Stable
2022-05-22,Education,Academic Researcher,TP.HCM,88,13967.97,3.02,Junior,80,"Python, LMS Administration, SCORM, Learning Analytics",High,Medium,36.9,Stable
2022-05-23,Education,Student Success Manager,Hà Nội,65,7676.94,3.56,Fresher,37,"Learning Analytics, Articulate 360",Low,Low,67.9,Growing
2022-05-23,Education,EdTech Developer,TP.HCM,56,11559.15,2.76,Junior,58,"Data Analysis, Research, Instructional Design, STEM Teaching",Medium,Medium,73.2,Stable
2022-05-23,Education,E-Learning Developer,Cần Thơ,69,18403.36,3.87,Senior,60,"LMS Administration, Instructional Design",High,Medium,32.6,Stable
2022-05-29,Education,Corporate Trainer,Bình Dương,76,23201.53,7.17,Senior,46,"AI Tools, Data Analysis, Curriculum Development, SCORM",Medium,Medium,37.7,Stable
2022-05-30,Education,Curriculum Designer,Cần Thơ,80,20827.49,5.87,Senior,57,"Python, Learning Analytics, Curriculum Development",Low,Medium,62.1,Declining
2022-05-30,Education,Curriculum Designer,Hải Phòng,63,22246.71,7.47,Senior,44,"Learning Analytics, Gamification, SCORM",Low,Medium,51.8,Growing
2022-06-04,Education,Corporate Trainer,Bình Dương,77,9583.41,3.0,Fresher,75,"Python, Research",Medium,High,37.4,Stable
2022-06-04,Education,EdTech Developer,Hà Nội,70,10869.3,7.13,Junior,82,"SCORM, Gamification, Curriculum Development",Low,High,32.9,Declining
2022-06-09,Education,School Principal,Hà Nội,73,5292.64,6.82,Fresher,76,"Python, Articulate 360, Data Analysis, Instructional Design, SCORM",Low,High,59.9,Declining
2022-06-14,Education,Learning Experience Designer,Hà Nội,82,6242.53,7.13,Fresher,33,"Research, Learning Analytics, AI Tools, Video Production, STEM Teaching",Medium,Medium,41.4,Stable
2022-06-16,Education,Curriculum Designer,Bình Dương,69,22458.94,6.13,Senior,84,"Gamification, Instructional Design, Research, Curriculum Development",Low,Low,61.3,Stable
2022-06-21,Education,Online Course Instructor,Hải Phòng,63,10879.91,7.34,Junior,80,"Data Analysis, SCORM, STEM Teaching, AI Tools, Curriculum Development",High,Low,51.5,Stable
2022-06-21,Education,Online Course Instructor,Cần Thơ,64,22798.91,8.05,Senior,41,"SCORM, AI Tools, Data Analysis, Video Production",High,Low,71.7,Growing
2022-06-23,Education,Online Course Instructor,TP.HCM,66,7697.75,8.25,Fresher,35,"SCORM, Gamification, Video Production, AI Tools",Low,High,57.2,Growing
2022-06-25,Education,Learning Experience Designer,Đà Nẵng,69,4226.25,5.01,Fresher,31,"Video Production, Curriculum Development, SCORM, Learning Analytics, Gamification",Medium,High,52.1,Declining
2022-06-26,Education,Academic Researcher,TP.HCM,54,11603.04,6.58,Junior,60,"Research, Instructional Design, Curriculum Development",Low,Low,46.7,Stable
2022-06-27,Education,Education Data Analyst,TP.HCM,73,14554.62,4.61,Junior,76,"Data Analysis, AI Tools, Instructional Design, Gamification, STEM Teaching",Medium,Low,49.8,Stable
2022-06-28,Education,School Principal,Cần Thơ,67,19761.92,5.03,Senior,71,"Articulate 360, LMS Administration, Learning Analytics, Research",Medium,Low,40.1,Declining
2022-06-29,Education,EdTech Developer,Hà Nội,57,12179.22,8.16,Junior,30,"LMS Administration, Python, AI Tools, Gamification",Low,Medium,57.7,Stable
2022-06-29,Education,Academic Researcher,Hải Phòng,74,16011.16,5.37,Junior,61,"Gamification, AI Tools, Research, SCORM",High,High,62.0,Stable
2022-07-01,Education,STEM Teacher,TP.HCM,65,18225.0,8.5,Senior,87,"Video Production, AI Tools, Curriculum Development",Low,Medium,71.8,Stable
2022-07-02,Education,Curriculum Designer,Bình Dương,77,20939.13,2.33,Senior,64,"STEM Teaching, Articulate 360, Curriculum Development",Low,Medium,63.3,Stable
2022-07-02,Education,Corporate Trainer,TP.HCM,66,19925.61,3.92,Senior,77,"SCORM, AI Tools, Python, STEM Teaching, Curriculum Development",Medium,High,54.8,Declining
2022-07-05,Education,STEM Teacher,Hải Phòng,69,4246.42,8.09,Fresher,70,"Articulate 360, Data Analysis, Python, Instructional Design, LMS Administration",High,Medium,57.0,Growing
2022-07-07,Education,STEM Teacher,Bình Dương,92,3542.04,6.55,Fresher,85,"Instructional Design, Curriculum Development",High,High,68.7,Growing
2022-07-09,Education,Education Data Analyst,Hà Nội,70,5208.53,8.63,Fresher,64,"STEM Teaching, Instructional Design",Low,Low,38.0,Stable
2022-07-13,Education,Student Success Manager,Cần Thơ,65,13307.8,5.6,Junior,79,"Learning Analytics, Data Analysis, Curriculum Development, Instructional Design, Python",Medium,Low,59.9,Stable
2022-07-13,Education,EdTech Developer,Đà Nẵng,69,19640.7,2.63,Senior,48,"Gamification, Python, Video Production",High,Medium,33.4,Growing
2022-07-14,Education,Curriculum Designer,Đồng Nai,60,24836.21,6.48,Senior,39,"Research, STEM Teaching",Medium,High,72.2,Growing
2022-07-14,Education,Student Success Manager,Hà Nội,74,11121.35,3.85,Junior,45,"Data Analysis, Video Production, Learning Analytics, Python",Low,High,34.6,Declining
2022-07-15,Education,Curriculum Designer,Hà Nội,86,15625.93,8.21,Junior,80,"Data Analysis, Video Production, LMS Administration",Medium,Medium,37.3,Stable
2022-07-18,Education,Curriculum Designer,Bình Dương,81,7470.24,8.87,Fresher,83,"Gamification, Video Production, Research",Low,Low,33.2,Growing
2022-07-21,Education,Curriculum Designer,Hà Nội,74,14812.05,6.9,Junior,83,"LMS Administration, Learning Analytics, SCORM, Curriculum Development, Data Analysis",Low,Low,43.7,Stable
2022-07-24,Education,Corporate Trainer,Đồng Nai,65,22281.05,5.01,Senior,73,"Articulate 360, Gamification, Python, Curriculum Development",Low,High,40.5,Stable
2022-07-25,Education,E-Learning Developer,Hà Nội,70,4044.81,2.88,Fresher,70,"Python, Articulate 360, Gamification, Curriculum Development",Medium,High,38.6,Declining
2022-07-26,Education,Corporate Trainer,Hải Phòng,70,23035.73,7.56,Senior,38,"SCORM, Python, Gamification, AI Tools, Curriculum Development",Low,Medium,38.3,Growing
2022-07-30,Education,Student Success Manager,Hải Phòng,68,8555.1,5.51,Junior,51,"Curriculum Development, SCORM",Medium,Low,47.7,Growing
2022-08-01,Education,Curriculum Designer,Cần Thơ,61,7350.92,2.35,Fresher,63,"Research, Instructional Design, SCORM",Low,Low,45.7,Growing
2022-08-04,Education,Online Course Instructor,Hà Nội,67,12053.07,5.17,Junior,61,"Instructional Design, Data Analysis, Curriculum Development, Learning Analytics",Medium,Medium,66.4,Growing
