date,industry,job_title,region,job_openings,avg_salary,salary_growth_rate,experience_level,remote_ratio,required_skills,competition_level,automation_risk,growth_score,demand_forecast
2022-01-20,Technology,Frontend Developer,Jakarta,128,44989.64,13.97,Senior,79,"TensorFlow, TypeScript, Rust, Kubernetes",High,Medium,90.1,Growing
2022-01-20,Technology,Data Analyst,Manila,127,4822.8,13.88,Fresher,61,"TypeScript, Node.js, Azure, Python, Docker",High,Medium,64.5,Stable
2022-01-20,Technology,Data Scientist,Jakarta,134,24099.6,18.64,Junior,60,"Machine Learning, Rust, Spark, SQL, JavaScript, Kubernetes, Python",High,Low,80.2,Declining
2022-01-21,Technology,ML Engineer,Ho Chi Minh City,108,41935.64,9.66,Senior,48,"React, Kubernetes, CI/CD, Azure, Rust, Docker",Medium,Medium,61.2,Stable
2022-01-21,Technology,Backend Developer,Da Nang,128,20411.39,12.22,Junior,57,"React, AWS, Node.js, SQL, Go, MongoDB",High,Low,88.6,Stable
2022-01-21,Technology,Security Engineer,Manila,131,27318.0,18.89,Junior,62,"TypeScript, SQL, AWS, Redis",High,High,81.8,Growing
2022-01-23,Technology,ML Engineer,Ho Chi Minh City,134,12813.43,8.35,Fresher,87,"GraphQL, Spark, Python, CI/CD, SQL, React",Medium,Medium,95.6,Stable
2022-01-23,Technology,Product Manager,Manila,112,14081.37,16.51,Fresher,61,"Spark, TensorFlow, MongoDB, GraphQL, SQL, Redis",High,High,71.2,Growing
2022-01-23,Technology,Backend Developer,Jakarta,112,25054.7,7.42,Junior,40,"Spark, TypeScript, JavaScript, Machine Learning",Medium,Low,95.4,Declining
2022-01-29,Technology,Full Stack Developer,Da Nang,104,43881.77,16.7,Senior,100,"Spark, Node.js, Kubernetes, GraphQL, Azure, MongoDB, TypeScript",High,Low,74.2,Growing
2022-01-30,Technology,Security Engineer,Ho Chi Minh City,131,16498.53,7.58,Junior,98,"Azure, MongoDB, React",Medium,Medium,78.4,Stable
2022-01-30,Technology,ML Engineer,Jakarta,137,19693.45,9.17,Fresher,87,"Spark, Go, MongoDB, Docker, Machine Learning",High,Medium,59.3,Growing
2022-01-31,Technology,ML Engineer,Jakarta,102,22319.26,15.38,Junior,40,"TypeScript, Spark, TensorFlow, Redis, Kubernetes, Rust, MongoDB",Medium,Medium,82.9,Growing
2022-01-31,Technology,Backend Developer,Ho Chi Minh City,131,45976.06,18.79,Senior,49,"Rust, Node.js, TypeScript, Spark, Azure",High,Medium,56.4,Stable
2022-02-01,Technology,QA Engineer,Bangkok,127,24865.44,14.51,Junior,87,"AWS, React, CI/CD, MongoDB, Rust, Redis, TypeScript",Medium,Low,73.4,Stable
2022-02-06,Technology,Software Engineer,Manila,137,11883.26,17.29,Fresher,77,"GraphQL, Rust, TypeScript, SQL",High,High,56.4,Stable
2022-02-08,Technology,ML Engineer,Manila,112,37611.79,5.49,Senior,71,"TypeScript, SQL, Go, Machine Learning, Python, Azure, React",Medium,High,64.7,Declining
2022-02-11,Technology,Frontend Developer,Singapore,106,15637.36,13.91,Fresher,47,"SQL, CI/CD, Spark, MongoDB, React, Azure",Medium,High,65.5,Growing
2022-02-12,Technology,QA Engineer,Jakarta,121,12384.6,7.3,Fresher,79,"Docker, Python, JavaScript, GraphQL, Node.js",High,High,91.0,Growing
2022-02-13,Technology,Data Analyst,Da Nang,122,26223.7,8.66,Junior,71,"CI/CD, AWS, Python, Redis, TypeScript, Node.js, Machine Learning",High,High,91.7,Growing
2022-02-13,Technology,Frontend Developer,Bangkok,118,19867.4,6.5,Junior,60,"Spark, Azure, GraphQL, Docker, Rust, MongoDB",Medium,Low,88.7,Growing
2022-02-13,Technology,DevOps Engineer,Hanoi,111,25394.89,16.34,Junior,80,"AWS, CI/CD, Kubernetes, Spark",High,Medium,70.1,Stable
2022-02-16,Technology,Full Stack Developer,Manila,114,10059.83,7.09,Fresher,48,"Docker, JavaScript, SQL",High,Low,92.0,Stable
2022-02-16,Technology,ML Engineer,Da Nang,125,42598.81,9.08,Senior,44,"Azure, Node.js, Machine Learning",Medium,Medium,74.8,Growing
2022-02-16,Technology,ML Engineer,Manila,127,7202.38,6.92,Fresher,81,"TensorFlow, Go, CI/CD, Azure",High,Low,88.6,Stable
2022-02-17,Technology,Data Analyst,Ho Chi Minh City,117,40471.39,9.17,Senior,94,"SQL, Node.js, TensorFlow, AWS, Python, Redis, Rust",Medium,Low,57.3,Growing
2022-02-18,Technology,Cloud Architect,Bangkok,132,27442.67,11.03,Junior,68,"Python, Rust, Kubernetes, TensorFlow, JavaScript",High,High,86.1,Declining
2022-02-19,Technology,Backend Developer,Singapore,126,11650.25,18.11,Fresher,78,"SQL, MongoDB, Python, React, Kubernetes, TypeScript",High,Medium,65.9,Stable
2022-02-19,Technology,Full Stack Developer,Hanoi,122,14134.11,12.98,Fresher,65,"AWS, MongoDB, Kubernetes, JavaScript, TypeScript, Azure",High,Low,63.1,Declining
2022-02-21,Technology,QA Engineer,Bangkok,123,42377.38,9.59,Senior,98,"Docker, JavaScript, Redis, TypeScript, Machine Learning, GraphQL, MongoDB",High,Medium,79.9,Growing
2022-02-22,Technology,Software Engineer,Hanoi,120,21595.66,12.87,Junior,80,"Machine Learning, GraphQL, SQL, JavaScript, AWS, Kubernetes",High,Medium,93.0,Stable
2022-02-23,Technology,Cloud Architect,Manila,132,8660.51,17.89,Fresher,40,"Node.js, GraphQL, Machine Learning",Low,Low,71.3,Growing
2022-02-24,Technology,Full Stack Developer,Bangkok,128,14125.97,16.2,Fresher,92,"React, SQL, Python, AWS, Kubernetes",High,Medium,77.2,Growing
2022-02-25,Technology,Security Engineer,Manila,111,43844.66,11.69,Senior,46,"Rust, TensorFlow, React",Medium,Low,71.4,Growing
2022-02-25,Technology,Cloud Architect,Singapore,133,46005.29,16.81,Senior,100,"JavaScript, Redis, Go, Rust, Machine Learning, TensorFlow, GraphQL",Medium,High,82.2,Stable
2022-02-26,Technology,Security Engineer,Manila,116,22918.19,18.91,Junior,82,"React, Python, Node.js, MongoDB",Medium,High,80.7,Growing
2022-02-27,Technology,Data Analyst,Jakarta,123,13352.53,10.8,Fresher,91,"Go, Docker, MongoDB, AWS, SQL, Redis",High,Medium,70.5,Declining
2022-03-01,Technology,QA Engineer,Da Nang,133,11284.28,17.53,Fresher,53,"Spark, Docker, GraphQL, TypeScript",Medium,Medium,64.2,Growing
2022-03-02,Technology,Data Scientist,Hanoi,129,12823.67,17.21,Fresher,95,"TypeScript, Redis, AWS, Azure, TensorFlow",High,Medium,62.2,Stable
2022-03-08,Technology,ML Engineer,Ho Chi Minh City,127,11947.27,14.16,Fresher,90,"Kubernetes, MongoDB, Rust, Go",Medium,Medium,67.7,Stable
2022-03-09,Technology,QA Engineer,Hanoi,130,11207.31,10.58,Fresher,45,"Docker, SQL, TypeScript, React, Redis, Node.js",Medium,Low,57.0,Growing
2022-03-12,Technology,Software Engineer,Da Nang,135,23684.25,12.36,Junior,66,"Node.js, Machine Learning, Go, Rust",High,High,77.8,Growing
2022-03-13,Technology,DevOps Engineer,Bangkok,122,22847.12,12.37,Junior,65,"GraphQL, React, Node.js, Machine Learning",Medium,Medium,89.7,Declining
2022-03-17,Technology,Frontend Developer,Bangkok,119,13718.62,7.59,Fresher,49,"Node.js, Azure, TensorFlow",Medium,Medium,68.5,Growing
2022-03-20,Technology,ML Engineer,Bangkok,130,23391.65,19.64,Junior,55,"Rust, MongoDB, TensorFlow, Spark, GraphQL, Go, TypeScript",High,Medium,72.2,Growing
2022-03-21,Technology,Backend Developer,Singapore,124,38354.99,6.08,Senior,98,"Redis, Rust, Go, Spark",High,Medium,89.5,Stable
2022-03-24,Technology,Security Engineer,Jakarta,124,45774.7,6.88,Senior,74,"Go, React, Docker, Rust",High,Medium,95.9,Growing
2022-03-25,Technology,DevOps Engineer,Hanoi,122,16206.77,12.45,Junior,60,"TensorFlow, Node.js, MongoDB",Low,High,60.8,Growing
2022-03-28,Technology,ML Engineer,Da Nang,116,35950.48,6.78,Senior,47,"SQL, React, Docker, Go",High,Medium,58.7,Growing
2022-03-29,Technology,Cloud Architect,Hanoi,132,9974.03,10.82,Fresher,87,"Node.js, MongoDB, JavaScript, TensorFlow, GraphQL",Medium,Medium,82.6,Stable
2022-03-29,Technology,DevOps Engineer,Manila,114,21958.2,9.89,Junior,87,"Kubernetes, Machine Learning, Redis, Node.js, TypeScript",Medium,Medium,82.6,Growing
2022-04-02,Technology,Security Engineer,Singapore,117,12890.42,14.73,Fresher,67,"Go, Kubernetes, TensorFlow, Spark, SQL",High,Medium,73.1,Growing
2022-04-03,Technology,Product Manager,Jakarta,114,29615.27,9.28,Junior,61,"CI/CD, SQL, Kubernetes",Medium,Low,86.8,Growing
2022-04-04,Technology,Data Analyst,Da Nang,121,47366.41,11.27,Senior,99,"JavaScript, Go, Node.js",High,High,66.1,Growing
2022-04-04,Technology,Product Manager,Singapore,137,43773.72,14.57,Senior,51,"Rust, Go, Docker, CI/CD, Python",Medium,Medium,91.8,Growing
2022-04-04,Technology,QA Engineer,Jakarta,134,41657.87,18.12,Senior,43,"Node.js, Redis, Machine Learning, CI/CD, SQL, Python",High,Medium,69.6,Growing
2022-04-05,Technology,Backend Developer,Ho Chi Minh City,116,17513.92,19.27,Junior,55,"TypeScript, Python, Kubernetes, Docker, Redis, Rust",Medium,Medium,61.0,Declining
2022-04-05,Technology,Data Scientist,Hanoi,112,18046.83,17.52,Junior,100,"JavaScript, Docker, Machine Learning, Rust, AWS, Python",Medium,Medium,61.7,Growing
2022-04-06,Technology,ML Engineer,Singapore,144,8201.27,8.99,Fresher,71,"Kubernetes, Rust, JavaScript, Docker, Spark, Python",High,Low,96.7,Stable
2022-04-06,Technology,Security Engineer,Ho Chi Minh City,124,16990.08,17.37,Junior,97,"MongoDB, Python, Machine Learning, Redis, Docker, GraphQL, Spark",High,Medium,94.8,Declining
2022-04-08,Technology,ML Engineer,Singapore,140,4916.4,13.14,Fresher,60,"Python, Azure, Rust, AWS",High,Low,62.1,Growing
2022-04-08,Technology,Frontend Developer,Da Nang,130,42352.65,9.01,Senior,44,"Redis, GraphQL, Machine Learning, Kubernetes, Docker, Rust, JavaScript",High,Low,64.5,Stable
2022-04-10,Technology,DevOps Engineer,Ho Chi Minh City,143,18512.89,5.9,Fresher,80,"TypeScript, GraphQL, React, SQL, Rust",Medium,Medium,90.4,Stable
2022-04-13,Technology,Data Analyst,Jakarta,137,12776.03,7.63,Fresher,46,"MongoDB, Go, Machine Learning, Azure, Kubernetes",High,Medium,70.4,Growing
2022-04-14,Technology,Backend Developer,Da Nang,103,28239.02,5.95,Junior,48,"Machine Learning, GraphQL, TensorFlow, Docker",High,Medium,63.4,Stable
2022-04-16,Technology,Product Manager,Jakarta,114,24043.18,6.63,Junior,66,"Node.js, AWS, Docker, Redis, CI/CD, Kubernetes, Python",Medium,High,83.9,Stable
2022-04-16,Technology,Frontend Developer,Da Nang,125,25085.58,19.23,Junior,48,"Node.js, Spark, TypeScript, Python, SQL, TensorFlow",Medium,Medium,79.8,Growing
2022-04-17,Technology,QA Engineer,Da Nang,130,43987.74,9.37,Senior,54,"Azure, Kubernetes, JavaScript, Python, SQL",Low,High,92.9,Stable
2022-04-19,Technology,ML Engineer,Hanoi,111,25991.77,13.48,Junior,45,"GraphQL, CI/CD, Azure, Python, Docker, Spark",High,High,56.8,Growing
2022-04-20,Technology,Data Analyst,Ho Chi Minh City,151,21209.36,16.25,Junior,52,"Rust, Kubernetes, CI/CD",High,Low,66.1,Growing
2022-04-21,Technology,Cloud Architect,Singapore,128,49353.96,19.49,Senior,46,"Spark, Azure, Go, MongoDB, SQL, JavaScript",High,Low,87.5,Stable
2022-04-22,Technology,Full Stack Developer,Manila,137,44574.06,15.78,Senior,73,"GraphQL, SQL, Machine Learning",High,Low,80.2,Growing
2022-04-24,Technology,DevOps Engineer,Da Nang,124,24173.73,19.39,Junior,47,"AWS, Machine Learning, CI/CD",Low,High,87.3,Growing
2022-04-25,Technology,Software Engineer,Jakarta,122,15668.37,7.75,Fresher,70,"JavaScript, Kubernetes, React, Spark, Rust, TensorFlow",High,Low,75.2,Growing
2022-04-27,Technology,Data Scientist,Singapore,129,46843.28,17.0,Senior,68,"Redis, React, CI/CD, AWS, SQL",Low,High,68.5,Stable
2022-04-27,Technology,Backend Developer,Bangkok,127,19109.95,6.3,Junior,86,"Python, Redis, Go, CI/CD, AWS",Low,High,64.6,Growing
2022-04-27,Technology,Full Stack Developer,Ho Chi Minh City,142,10903.48,9.84,Fresher,71,"Rust, MongoDB, React, Azure, Spark, Node.js, Go",High,High,65.4,Growing
2022-04-28,Technology,Security Engineer,Jakarta,138,10664.48,18.59,Fresher,76,"MongoDB, CI/CD, TypeScript",Medium,Low,76.5,Growing
2022-04-28,Technology,Backend Developer,Hanoi,117,15551.3,7.3,Fresher,77,"SQL, Rust, MongoDB",High,Low,60.0,Growing
2022-04-29,Technology,ML Engineer,Da Nang,140,50599.51,18.4,Senior,59,"CI/CD, Kubernetes, Redis, GraphQL, Docker",High,Medium,61.2,Stable
2022-05-02,Technology,QA Engineer,Manila,116,4945.2,13.09,Fresher,90,"Kubernetes, Machine Learning, MongoDB",Low,Medium,75.7,Stable
2022-05-03,Technology,Security Engineer,Hanoi,138,42707.82,13.05,Senior,51,"Redis, JavaScript, Rust, TypeScript",High,High,96.5,Stable
2022-05-03,Technology,DevOps Engineer,Bangkok,142,42068.51,15.79,Senior,78,"TypeScript, Machine Learning, Redis",Medium,Low,73.6,Stable
2022-05-04,Technology,DevOps Engineer,Hanoi,122,8578.1,14.93,Fresher,61,"Spark, MongoDB, AWS",High,Low,79.0,Stable
2022-05-05,Technology,ML Engineer,Ho Chi Minh City,148,11598.04,7.82,Fresher,90,"Python, Go, MongoDB, CI/CD, Rust, Azure",Medium,High,56.3,Growing
2022-05-14,Technology,Security Engineer,Singapore,136,50127.0,19.77,Senior,90,"CI/CD, GraphQL, Node.js, Azure, TypeScript",High,High,84.2,Stable
2022-05-14,Technology,DevOps Engineer,Singapore,122,24242.58,5.61,Junior,44,"Redis, Rust, Spark, MongoDB, Machine Learning",Medium,Medium,70.7,Growing
2022-05-14,Technology,QA Engineer,Hanoi,130,17391.23,13.74,Junior,96,"CI/CD, JavaScript, TypeScript, Azure, TensorFlow, Docker",Low,High,72.0,Growing
2022-05-15,Technology,QA Engineer,Da Nang,125,11027.68,5.18,Fresher,59,"Node.js, CI/CD, Redis, TensorFlow, TypeScript",High,Low,65.7,Stable
2022-05-16,Technology,Backend Developer,Ho Chi Minh City,125,41021.23,14.16,Senior,95,"TypeScript, Go, Azure, Spark, Docker",High,Medium,63.8,Growing
2022-05-20,Technology,ML Engineer,Manila,134,25976.3,9.1,Junior,69,"TensorFlow, CI/CD, Machine Learning, JavaScript, Redis, Azure, Node.js",High,Medium,77.7,Growing
2022-05-20,Technology,Full Stack Developer,Ho Chi Minh City,131,23007.03,7.03,Junior,80,"Azure, Kubernetes, TensorFlow, Node.js, Python",High,Low,60.0,Growing
2022-05-20,Technology,ML Engineer,Manila,145,11526.1,18.89,Fresher,91,"CI/CD, Machine Learning, Docker, Spark, Azure, Kubernetes",High,Medium,56.1,Growing
2022-05-21,Technology,Data Scientist,Bangkok,123,24791.23,7.03,Junior,86,"React, SQL, Spark, Redis, AWS, GraphQL, MongoDB",Medium,Low,95.6,Growing
2022-05-21,Technology,Frontend Developer,Jakarta,128,45758.94,18.34,Senior,70,"CI/CD, Node.js, Redis, MongoDB, Docker, SQL, Spark",Medium,High,72.0,Stable
2022-05-22,Technology,Software Engineer,Manila,113,18993.16,15.76,Junior,70,"MongoDB, React, Redis, Spark, Node.js",Low,Low,89.7,Growing
2022-05-22,Technology,Cloud Architect,Singapore,119,43131.64,10.98,Senior,51,"MongoDB, Docker, Spark, GraphQL, Node.js, TypeScript",Medium,High,97.6,Stable
2022-05-25,Technology,Software Engineer,Da Nang,146,14077.13,14.33,Fresher,100,"Machine Learning, AWS, Docker, TensorFlow, CI/CD, SQL",High,Low,66.7,Growing
2022-05-26,Technology,Cloud Architect,Hanoi,139,41993.37,14.3,Senior,99,"SQL, Kubernetes, Docker, GraphQL, Python",Medium,Medium,68.0,Stable
2022-05-27,Technology,ML Engineer,Bangkok,140,40367.28,15.68,Senior,82,"Azure, Docker, TensorFlow, CI/CD, SQL, GraphQL, JavaScript",Medium,Medium,59.4,Growing
2022-05-27,Technology,Cloud Architect,Manila,139,28877.55,18.34,Junior,77,"Docker, TypeScript, Go",High,Medium,87.8,Growing
2022-05-28,Technology,Full Stack Developer,Da Nang,134,24696.27,7.16,Junior,86,"Rust, Node.js, Go, React, Docker",Medium,Low,84.8,Growing
2022-05-28,Technology,Security Engineer,Ho Chi Minh City,143,21681.44,19.99,Junior,44,"Azure, TensorFlow, Rust, TypeScript, Machine Learning, Docker",High,High,83.6,Growing
2022-06-01,Technology,Full Stack Developer,Ho Chi Minh City,122,52561.28,19.04,Senior,89,"Redis, Go, TypeScript",Medium,High,97.0,Growing
2022-06-01,Technology,Frontend Developer,Hanoi,132,12499.81,18.04,Fresher,70,"JavaScript, MongoDB, Rust, Azure, Spark, Kubernetes, GraphQL",Medium,Medium,82.0,Stable
2022-06-02,Technology,Cloud Architect,Ho Chi Minh City,126,19926.73,7.83,Junior,97,"SQL, Node.js, CI/CD, TypeScript, Kubernetes, Docker, Azure",Low,Low,91.6,Declining
2022-06-04,Technology,Cloud Architect,Manila,116,13195.49,11.29,Fresher,49,"TypeScript, Machine Learning, MongoDB, TensorFlow",High,Medium,96.5,Growing
2022-06-04,Technology,DevOps Engineer,Bangkok,149,12965.37,14.71,Fresher,69,"JavaScript, GraphQL, MongoDB, Python, Redis",High,Medium,69.7,Growing
2022-06-04,Technology,DevOps Engineer,Da Nang,124,8556.32,11.49,Fresher,66,"CI/CD, Node.js, TensorFlow, Docker, Rust, JavaScript, AWS",Medium,High,65.9,Growing
2022-06-07,Technology,Backend Developer,Singapore,135,16871.4,15.65,Fresher,91,"SQL, Node.js, Go, React, Machine Learning, Docker",High,Medium,85.3,Stable
2022-06-07,Technology,DevOps Engineer,Hanoi,133,14800.29,6.56,Fresher,42,"Spark, Node.js, CI/CD, Azure, Docker",Medium,Medium,72.8,Growing
2022-06-13,Technology,Software Engineer,Jakarta,137,7997.3,5.86,Fresher,74,"Azure, AWS, SQL, Machine Learning, Spark, JavaScript, Go",Low,Medium,91.6,Stable
2022-06-14,Technology,Security Engineer,Da Nang,113,17914.83,17.41,Junior,49,"SQL, Kubernetes, JavaScript",Medium,Medium,80.0,Stable
2022-06-16,Technology,Frontend Developer,Ho Chi Minh City,120,25268.64,16.17,Junior,82,"TypeScript, Docker, AWS, MongoDB, Redis",Medium,High,96.6,Stable
2022-06-19,Technology,Product Manager,Jakarta,123,27070.76,17.8,Junior,78,"Kubernetes, MongoDB, Spark, SQL, Redis, TensorFlow",High,Medium,65.1,Growing
2022-06-19,Technology,Data Analyst,Manila,125,19537.11,6.43,Junior,92,"SQL, CI/CD, React, MongoDB, Go, Node.js, GraphQL",Medium,Low,81.5,Growing
2022-06-19,Technology,QA Engineer,Hanoi,124,50706.06,10.22,Senior,66,"AWS, CI/CD, SQL, MongoDB, React",High,Low,91.7,Stable
2022-06-24,Technology,Backend Developer,Ho Chi Minh City,106,5918.03,15.94,Fresher,90,"Azure, JavaScript, CI/CD, Python, MongoDB, Kubernetes, TensorFlow",Medium,High,95.8,Stable
2022-06-24,Technology,Frontend Developer,Bangkok,137,26554.77,7.26,Junior,76,"Redis, React, Rust, MongoDB",Medium,Medium,94.3,Stable
2022-06-26,Technology,Cloud Architect,Ho Chi Minh City,121,18069.54,9.62,Junior,79,"Rust, JavaScript, Spark, TensorFlow, Go, React, Python",High,High,60.5,Stable
2022-06-28,Technology,Data Analyst,Da Nang,119,39406.23,7.3,Senior,65,"Python, SQL, MongoDB, Kubernetes, GraphQL, Rust, Redis",High,Low,62.7,Growing
2022-06-29,Technology,Data Analyst,Hanoi,144,51647.49,9.81,Senior,93,"Node.js, MongoDB, Kubernetes, Azure, Go",High,Low,78.5,Growing
2022-06-29,Technology,Backend Developer,Singapore,123,16698.69,6.93,Fresher,66,"Spark, JavaScript, GraphQL, Go, Redis",High,Low,84.6,Growing
2022-06-30,Technology,Cloud Architect,Jakarta,133,10838.98,5.68,Fresher,71,"SQL, JavaScript, Python, Spark",High,Low,75.7,Declining
2022-07-02,Technology,Frontend Developer,Da Nang,139,18232.03,5.21,Junior,53,"Azure, Docker, Kubernetes, GraphQL, Go, React, Machine Learning",High,High,65.7,Growing
2022-07-03,Technology,Full Stack Developer,Bangkok,131,40668.87,18.48,Senior,66,"Spark, Go, CI/CD",High,Medium,65.9,Growing
2022-07-03,Technology,Full Stack Developer,Da Nang,129,27893.27,14.23,Junior,73,"GraphQL, Spark, Azure, Rust, TensorFlow, MongoDB",High,Low,71.4,Growing
2022-07-04,Technology,Frontend Developer,Jakarta,125,13563.04,17.87,Fresher,71,"AWS, Node.js, MongoDB, TypeScript",Medium,High,55.2,Growing
2022-07-07,Technology,Cloud Architect,Singapore,142,17101.86,18.15,Fresher,69,"Rust, GraphQL, Machine Learning, Docker, JavaScript",Medium,Medium,77.7,Declining
2022-07-09,Technology,Full Stack Developer,Ho Chi Minh City,146,14535.1,11.79,Fresher,56,"CI/CD, TypeScript, Spark, Azure, Rust",Medium,High,94.9,Stable
2022-07-10,Technology,Data Analyst,Hanoi,116,16338.99,5.06,Junior,76,"AWS, Redis, Azure, Machine Learning, CI/CD, MongoDB",High,Low,74.1,Growing
2022-07-11,Technology,Backend Developer,Singapore,153,22312.0,10.96,Junior,96,"JavaScript, AWS, SQL, GraphQL",Medium,Medium,74.1,Growing
2022-07-12,Technology,DevOps Engineer,Singapore,142,14609.63,14.06,Fresher,81,"AWS, Machine Learning, Kubernetes, TypeScript",Medium,Medium,91.4,Growing
2022-07-13,Technology,Product Manager,Hanoi,125,30907.11,13.82,Junior,47,"Docker, Python, Azure, Kubernetes, React, Machine Learning, Go",High,Medium,55.1,Growing
2022-07-14,Technology,Data Scientist,Manila,154,46230.97,15.89,Senior,88,"AWS, Kubernetes, Rust, Spark, Azure, Docker",High,Medium,74.8,Growing
2022-07-15,Technology,Full Stack Developer,Singapore,141,30062.22,12.67,Junior,97,"Go, GraphQL, TypeScript",High,Medium,95.8,Growing
2022-07-18,Technology,ML Engineer,Manila,128,47316.71,17.53,Senior,72,"Go, Machine Learning, GraphQL, CI/CD, TypeScript",Medium,High,83.7,Growing
2022-07-23,Technology,Cloud Architect,Da Nang,130,12671.57,6.27,Fresher,53,"SQL, Redis, TypeScript, CI/CD",Low,Medium,77.0,Growing
2022-07-23,Technology,Cloud Architect,Da Nang,150,10414.03,5.07,Fresher,51,"Rust, AWS, Python, Redis, CI/CD, Azure",High,Medium,76.8,Declining
2022-07-23,Technology,QA Engineer,Bangkok,134,46787.78,18.47,Senior,99,"JavaScript, AWS, Redis",Medium,Medium,97.8,Stable
2022-07-24,Technology,Product Manager,Ho Chi Minh City,120,43686.57,7.65,Senior,83,"Python, CI/CD, Kubernetes, MongoDB, Rust, Node.js, Go",Low,High,73.2,Stable
2022-07-26,Technology,Full Stack Developer,Singapore,126,26212.34,10.99,Junior,58,"JavaScript, MongoDB, GraphQL, Kubernetes",High,Medium,56.5,Growing
2022-07-26,Technology,Security Engineer,Singapore,132,18636.41,5.97,Junior,71,"Azure, MongoDB, TensorFlow, Python, Rust, GraphQL, Kubernetes",High,Low,65.9,Growing
2022-07-26,Technology,QA Engineer,Ho Chi Minh City,152,8094.14,9.85,Fresher,46,"Spark, Rust, GraphQL",High,Medium,80.3,Growing
2022-07-26,Technology,Frontend Developer,Ho Chi Minh City,147,5450.56,9.15,Fresher,82,"CI/CD, TensorFlow, MongoDB, SQL, Kubernetes, Docker",Medium,Medium,56.3,Stable
2022-07-27,Technology,Data Analyst,Da Nang,133,14676.83,10.67,Fresher,49,"React, TypeScript, GraphQL",High,Medium,77.8,Growing
2022-07-27,Technology,DevOps Engineer,Singapore,139,27371.16,13.14,Junior,53,"Machine Learning, Rust, Docker, Go, Node.js",High,Low,87.3,Growing
2022-07-27,Technology,Product Manager,Manila,139,42140.76,5.64,Senior,66,"React, Docker, GraphQL, JavaScript",High,Medium,64.6,Stable
2022-07-29,Technology,Security Engineer,Hanoi,134,43505.06,8.68,Senior,58,"MongoDB, Node.js, GraphQL, Go, Kubernetes, AWS",High,Low,64.0,Growing
2022-07-30,Technology,Full Stack Developer,Manila,135,45771.19,14.3,Senior,89,"TypeScript, Node.js, Python, CI/CD, Go, Docker",Low,Low,94.9,Growing
2022-08-01,Technology,Backend Developer,Singapore,126,25242.24,7.83,Junior,56,"TypeScript, Docker, SQL",High,Medium,69.8,Growing
2022-08-03,Technology,DevOps Engineer,Bangkok,135,18580.59,16.99,Junior,77,"CI/CD, Spark, TensorFlow, TypeScript, Docker, Machine Learning, React",Medium,High,96.4,Growing
2022-08-03,Technology,DevOps Engineer,Ho Chi Minh City,134,19877.01,18.85,Junior,58,"MongoDB, TensorFlow, CI/CD, React, Node.js",Medium,Low,93.0,Growing
2022-08-05,Technology,Product Manager,Bangkok,140,9249.93,9.49,Fresher,88,"MongoDB, GraphQL, Node.js, Python, Kubernetes",High,Medium,56.7,Growing
