date,industry,job_title,region,job_openings,avg_salary,salary_growth_rate,experience_level,remote_ratio,required_skills,competition_level,automation_risk,growth_score,demand_forecast
2022-02-04,Healthcare,Surgeon,Đà Nẵng,81,35002.27,4.45,Senior,8,"Patient Care, AI Diagnostics, Data Analysis, Clinical Research",Medium,Low,57.3,Stable
2022-02-05,Healthcare,Physical Therapist,Cần Thơ,80,4149.4,7.69,Fresher,28,"Surgery, Telemedicine, HIPAA Compliance, Pharmacology, Data Analysis",Low,Low,51.5,Growing
2022-02-09,Healthcare,Nurse Practitioner,Cần Thơ,98,11982.88,9.32,Fresher,1,"Data Analysis, Patient Care, EMR Systems, Medical Coding, Telemedicine",Medium,Low,61.1,Growing
2022-02-11,Healthcare,Physical Therapist,Bình Dương,80,15364.79,5.23,Fresher,30,"HL7/FHIR, Patient Care",High,Medium,66.0,Stable
2022-02-17,Healthcare,Hospital Administrator,Đồng Nai,91,36078.5,11.18,Senior,24,"Data Analysis, SQL",Medium,Medium,59.3,Declining
2022-02-18,Healthcare,Clinical Researcher,TP.HCM,102,21705.51,6.28,Junior,7,"Patient Care, HL7/FHIR, Medical Coding, Data Analysis, Python",High,High,78.9,Growing
2022-02-18,Healthcare,Radiologist,Đà Nẵng,107,13704.76,3.3,Junior,16,"EMR Systems, Python, Medical Coding, Radiology, Patient Care",Medium,High,68.0,Stable
2022-02-19,Healthcare,Healthcare IT Specialist,Bình Dương,85,16055.4,7.04,Fresher,1,"AI Diagnostics, Medical Coding, Clinical Research, Patient Care, Radiology",Medium,Medium,46.8,Stable
2022-02-21,Healthcare,Medical Data Analyst,Hà Nội,79,10195.7,7.33,Fresher,7,"HL7/FHIR, SQL",Medium,Low,55.4,Declining
2022-02-26,Healthcare,Biomedical Engineer,Bình Dương,86,22108.06,7.08,Junior,15,"Data Analysis, Patient Care",Low,Low,79.3,Growing
2022-02-28,Healthcare,Hospital Administrator,Cần Thơ,72,6225.58,3.85,Fresher,12,"SQL, Clinical Research, HL7/FHIR, Patient Care",Medium,Low,48.9,Growing
2022-03-01,Healthcare,Healthcare IT Specialist,Cần Thơ,98,11229.67,11.27,Fresher,23,"HIPAA Compliance, SQL, Patient Care",High,Medium,74.3,Stable
2022-03-03,Healthcare,Radiologist,Bình Dương,97,38923.84,8.34,Senior,25,"Patient Care, Clinical Research, Radiology, Telemedicine",Low,Medium,84.6,Growing
2022-03-03,Healthcare,Physical Therapist,Bình Dương,86,13320.2,9.48,Fresher,25,"Radiology, Pharmacology, SQL",High,Low,68.3,Declining
2022-03-05,Healthcare,Healthcare IT Specialist,Hải Phòng,61,38575.46,6.15,Senior,23,"Clinical Research, Medical Coding, Surgery",High,Medium,59.6,Declining
