date,industry,job_title,region,job_openings,avg_salary,salary_growth_rate,experience_level,remote_ratio,required_skills,competition_level,automation_risk,growth_score,demand_forecast
2022-04-17,Education,Product Manager,Đà Nẵng,74,28078.6,14.49,Senior,95,"TypeScript, Kubernetes",Medium,Low,54.5,Declining
2022-04-19,Education,Cloud Architect,Đà Nẵng,68,33766.65,12.63,Senior,13,"SQL, Spark",High,High,86.1,Stable
2022-04-21,Logistics,Backend Developer,Hà Nội,84,15869.57,12.42,Junior,81,"Machine Learning, Agile, Excel, Go, Communication, Java",Low,Medium,60.9,Growing
2022-04-22,Logistics,DevOps Engineer,Bình Dương,89,9025.95,10.89,Fresher,85,"Docker, JavaScript, TensorFlow, Power BI",Medium,Medium,73.9,Growing
2022-04-22,Healthcare,UX Designer,Hà Nội,79,13628.56,7.02,Fresher,89,"Power BI, React, AWS",High,High,38.1,Growing
2022-04-22,Manufacturing,Backend Developer,Đà Nẵng,91,4599.66,7.21,Fresher,93,"Figma, Excel, Machine Learning, AWS",High,Low,76.0,Stable
2022-04-24,Retail,Product Manager,Đà Nẵng,83,5191.28,6.82,Fresher,37,"SQL, Agile, Java, TensorFlow, AWS",High,High,57.7,Stable
2022-04-24,Retail,Frontend Developer,Hải Phòng,79,12925.85,14.87,Junior,57,"Power BI, AWS, Go, Python",Low,Low,40.9,Declining
2022-04-25,Finance,Software Engineer,Đồng Nai,85,4091.2,7.91,Fresher,25,"Agile, Excel",Low,Medium,90.0,Declining
2022-04-25,Technology,Cloud Architect,Đà Nẵng,91,30416.54,4.5,Senior,31,"React, Machine Learning, SQL",High,Medium,31.7,Growing
2022-04-25,Finance,UX Designer,TP.HCM,91,4091.2,16.2,Fresher,7,"SQL, Spark, Power BI",Low,High,55.4,Growing
2022-04-26,Manufacturing,Frontend Developer,Bình Dương,80,17292.86,11.56,Junior,10,"Excel, Java, Agile",High,Low,85.0,Declining
2022-04-27,Retail,Data Scientist,Đà Nẵng,80,4092.8,15.07,Fresher,50,"Python, Docker, AWS, Excel, Figma, Agile",High,Medium,33.6,Stable
2022-04-27,Finance,Data Scientist,Đồng Nai,78,28558.09,9.12,Senior,58,"Docker, Communication, SQL, Go, Power BI, Spark",Low,Low,58.6,Stable
2022-04-29,Technology,Cloud Architect,Hải Phòng,80,9308.13,2.65,Junior,19,"Communication, AWS, Go, Machine Learning",High,High,64.3,Stable
2022-04-30,Retail,DevOps Engineer,Bình Dương,77,12047.99,14.47,Junior,74,"SQL, Excel, Agile, TensorFlow, Python",Medium,Low,46.3,Declining
2022-05-06,Technology,Frontend Developer,Hà Nội,102,11107.23,8.39,Junior,21,"Figma, TensorFlow, Power BI, Python, AWS, Go",Medium,Low,31.4,Stable
2022-05-06,Healthcare,Data Analyst,Cần Thơ,92,5842.46,2.43,Fresher,22,"SQL, Go, Kubernetes, Power BI, JavaScript",High,High,36.6,Stable
2022-05-09,Retail,UX Designer,Hải Phòng,88,13694.68,11.99,Junior,68,"Excel, Docker",High,High,50.7,Growing
2022-05-10,Finance,Business Analyst,Bình Dương,78,4333.95,10.05,Fresher,74,"Go, TensorFlow, Communication, TypeScript, Java, Power BI",Medium,Low,71.8,Declining
2022-05-10,Education,QA Engineer,Hà Nội,94,4103.2,9.02,Fresher,72,"Agile, Java, Kubernetes",Low,High,25.9,Declining
2022-05-10,Technology,DevOps Engineer,Đồng Nai,88,7063.01,14.41,Fresher,82,"Kubernetes, TensorFlow, JavaScript, Communication",Low,High,54.0,Stable
2022-05-10,Retail,Product Manager,TP.HCM,85,32012.29,9.82,Senior,18,"TypeScript, TensorFlow, Power BI, SQL",High,High,70.0,Stable
2022-05-12,Logistics,ML Engineer,Bình Dương,78,18530.76,4.9,Junior,75,"React, Figma, JavaScript",Low,High,63.7,Growing
2022-05-13,Manufacturing,Cloud Architect,Hà Nội,84,21825.27,9.4,Junior,39,"TensorFlow, Go, React, Excel, Kubernetes, Figma",High,High,42.6,Growing
2022-05-14,Manufacturing,UX Designer,Đồng Nai,89,6986.61,3.21,Fresher,22,"Python, React",Low,Medium,29.7,Growing
2022-05-15,Manufacturing,Backend Developer,TP.HCM,99,31024.49,4.43,Senior,20,"Docker, Agile, JavaScript",Medium,Medium,43.4,Declining
2022-05-16,Retail,QA Engineer,TP.HCM,87,31930.34,3.69,Senior,64,"Go, Machine Learning, Kubernetes, Java, TypeScript, Communication",High,High,69.3,Declining
2022-05-16,Logistics,ML Engineer,Đà Nẵng,97,7207.85,9.21,Fresher,67,"Java, Docker, Spark, Agile, Figma, TypeScript",Medium,High,29.7,Stable
2022-05-18,Logistics,ML Engineer,Cần Thơ,93,18214.96,9.68,Junior,34,"Machine Learning, Go, Docker",High,Medium,67.1,Declining
2022-05-18,Retail,ML Engineer,Hà Nội,89,7348.59,6.07,Fresher,73,"JavaScript, Docker, Java",Low,High,47.1,Stable
2022-05-19,Education,Product Manager,Bình Dương,86,22990.69,3.22,Senior,72,"Go, SQL, Machine Learning",Low,Medium,40.6,Growing
2022-05-22,Manufacturing,DevOps Engineer,Hải Phòng,99,29429.09,14.9,Senior,41,"Excel, TensorFlow, Go, SQL, TypeScript",High,Medium,69.4,Declining
2022-05-24,Manufacturing,UX Designer,TP.HCM,92,5438.17,6.27,Fresher,93,"Go, Spark, TypeScript, React, SQL, Excel",High,Low,85.9,Stable
2022-05-28,Retail,Frontend Developer,Bình Dương,90,4117.6,3.21,Fresher,55,"SQL, React, Figma",Medium,High,91.4,Declining
2022-05-30,Technology,UX Designer,Hải Phòng,92,29840.08,6.82,Senior,74,"Figma, Communication, React, Machine Learning, Docker, Agile",Medium,High,73.1,Growing
2022-05-31,Logistics,Backend Developer,Hà Nội,93,31568.94,13.1,Senior,28,"Kubernetes, Python, Figma, Excel, AWS",High,Medium,60.7,Growing
2022-06-02,Technology,ML Engineer,Hà Nội,78,12744.89,9.33,Junior,92,"Java, TypeScript",Medium,Medium,56.2,Stable
2022-06-04,Finance,Software Engineer,Cần Thơ,99,27933.84,13.88,Senior,13,"Figma, SQL, Machine Learning, Spark",High,Low,51.9,Stable
2022-06-04,Technology,Backend Developer,Hà Nội,90,8333.37,5.71,Fresher,29,"Kubernetes, Python, Go, Excel, TensorFlow, Power BI",Medium,High,49.3,Declining
2022-06-05,Healthcare,Business Analyst,Đà Nẵng,96,4969.99,3.89,Fresher,10,"Machine Learning, Figma, TypeScript",High,Medium,72.3,Stable
2022-06-06,Education,Cloud Architect,Hải Phòng,90,14258.28,17.86,Junior,47,"Spark, Power BI, AWS, TensorFlow, Machine Learning",High,High,37.4,Growing
2022-06-06,Logistics,QA Engineer,Hà Nội,88,28635.1,7.39,Senior,22,"Agile, Spark, Go, Figma, Power BI",Medium,Low,30.1,Stable
2022-06-07,Technology,Data Scientist,Hà Nội,74,14384.33,9.27,Junior,54,"Communication, Power BI",Low,Low,83.3,Growing
2022-06-08,Technology,UX Designer,Đồng Nai,90,13274.14,4.23,Fresher,100,"Excel, Spark",Low,High,79.6,Stable
2022-06-13,Logistics,QA Engineer,Cần Thơ,82,27248.01,4.25,Senior,76,"TensorFlow, Spark",High,Medium,80.2,Declining
2022-06-15,Logistics,Data Analyst,Đà Nẵng,69,17569.84,16.83,Junior,99,"TensorFlow, Spark",Medium,Low,27.9,Stable
2022-06-16,Logistics,Product Manager,TP.HCM,92,4132.8,5.07,Fresher,98,"Figma, Communication",Medium,High,88.9,Stable
2022-06-18,Healthcare,Data Scientist,Bình Dương,97,17813.16,6.15,Junior,28,"Excel, Communication, SQL, React",Low,High,48.5,Declining
2022-06-23,Finance,Business Analyst,Đồng Nai,76,14555.43,2.28,Junior,56,"React, Agile, JavaScript, Excel, Figma, Machine Learning",Low,High,42.0,Stable
2022-06-24,Retail,UX Designer,Hà Nội,74,9341.68,4.4,Fresher,60,"Communication, TensorFlow",Medium,Medium,44.4,Declining
2022-06-24,Logistics,Business Analyst,Hà Nội,88,32508.61,3.34,Senior,13,"Power BI, TypeScript",Low,Low,21.4,Stable
2022-06-27,Manufacturing,Data Analyst,TP.HCM,95,8361.42,17.85,Fresher,0,"Agile, Power BI, Communication, Python, Machine Learning",Medium,High,50.9,Stable
2022-06-27,Healthcare,DevOps Engineer,Đồng Nai,86,4141.6,17.09,Fresher,7,"JavaScript, Agile, Spark",Medium,High,38.1,Growing
2022-06-28,Manufacturing,Cloud Architect,Hà Nội,93,14818.97,10.0,Fresher,76,"Power BI, SQL, Communication",Medium,Medium,50.9,Growing
2022-06-28,Retail,ML Engineer,Bình Dương,113,9743.52,6.99,Junior,78,"TypeScript, Docker, TensorFlow, React",High,High,58.0,Stable
2022-07-01,Logistics,Frontend Developer,Hải Phòng,100,17627.48,16.7,Junior,70,"Kubernetes, Docker, Java, Spark",High,Low,38.9,Stable
2022-07-01,Retail,Software Engineer,Bình Dương,93,4144.8,11.91,Fresher,73,"JavaScript, Docker, Go, Agile, TensorFlow",High,Low,68.8,Declining
2022-07-02,Education,Data Analyst,Cần Thơ,93,12720.85,4.55,Junior,25,"TensorFlow, Docker, Power BI, JavaScript, SQL, Java",Medium,Low,32.0,Declining
2022-07-02,Logistics,UX Designer,Hải Phòng,85,4145.6,9.54,Fresher,9,"TypeScript, Java, Figma, AWS, Spark, Go",Medium,Medium,93.4,Stable
2022-07-03,Healthcare,ML Engineer,Hà Nội,93,4742.27,11.98,Fresher,51,"Agile, Communication",Medium,Medium,53.9,Growing
2022-07-05,Logistics,Product Manager,Hải Phòng,97,13382.48,3.39,Fresher,84,"SQL, React, Python, JavaScript, Kubernetes",High,Low,60.3,Stable
2022-07-07,Technology,Backend Developer,Cần Thơ,96,12863.93,17.31,Junior,58,"TensorFlow, Power BI, Figma, Go",Low,Low,25.2,Growing
2022-07-07,Finance,Cloud Architect,TP.HCM,85,11519.86,4.62,Fresher,65,"Figma, React, TensorFlow, AWS, SQL",Medium,High,49.3,Declining
2022-07-10,Technology,UX Designer,Đà Nẵng,83,10728.7,13.81,Fresher,16,"Python, TypeScript, SQL, Power BI, Spark",Medium,Low,82.6,Stable
2022-07-11,Finance,UX Designer,Cần Thơ,89,11675.43,3.43,Fresher,19,"TypeScript, Communication",Medium,Medium,76.6,Declining
2022-07-14,Finance,Frontend Developer,Bình Dương,95,9214.96,16.74,Fresher,67,"Go, React, Machine Learning, Figma",High,High,72.1,Growing
2022-07-14,Manufacturing,Frontend Developer,TP.HCM,102,5345.5,14.92,Fresher,54,"Java, Agile, TypeScript",Low,Medium,87.2,Declining
2022-07-14,Healthcare,ML Engineer,Bình Dương,74,17722.3,9.9,Junior,31,"Docker, Figma, Machine Learning, TensorFlow, Go, Communication",Medium,High,49.1,Stable
2022-07-15,Manufacturing,ML Engineer,Bình Dương,86,9280.04,14.43,Junior,17,"Java, Figma",Medium,High,61.9,Stable
2022-07-18,Technology,Product Manager,Bình Dương,85,10640.25,13.07,Fresher,60,"Docker, Spark, JavaScript, Python, Go",Medium,Medium,35.5,Growing
2022-07-18,Finance,Frontend Developer,TP.HCM,87,25633.49,3.34,Senior,87,"Docker, Spark",High,High,86.2,Growing
2022-07-20,Manufacturing,Business Analyst,Bình Dương,95,25500.57,14.38,Senior,67,"TypeScript, SQL, Java",Medium,Medium,78.0,Declining
2022-07-23,Manufacturing,ML Engineer,Cần Thơ,94,4162.4,13.72,Fresher,64,"JavaScript, Spark",Low,High,36.1,Stable
2022-07-24,Manufacturing,ML Engineer,TP.HCM,75,26785.74,10.76,Senior,87,"Python, Agile, AWS, TypeScript, TensorFlow, React",High,Low,81.3,Stable
2022-07-24,Logistics,Frontend Developer,Đà Nẵng,80,4163.2,11.7,Fresher,39,"TypeScript, Python, AWS",Medium,Medium,20.7,Stable
2022-07-24,Logistics,UX Designer,Đồng Nai,86,27361.62,2.39,Senior,66,"Kubernetes, Figma, Communication",Low,Low,82.4,Declining
2022-07-27,Retail,Product Manager,Bình Dương,95,15909.85,5.45,Junior,38,"Java, SQL, Kubernetes",Medium,Low,69.4,Stable
2022-07-29,Retail,Cloud Architect,Đà Nẵng,79,13883.79,17.77,Junior,30,"TensorFlow, React, Communication, TypeScript",Medium,Low,38.2,Growing
2022-07-29,Education,DevOps Engineer,Hải Phòng,98,29339.72,14.18,Senior,41,"TensorFlow, Agile, Kubernetes, React",Medium,Medium,60.6,Declining
2022-07-30,Healthcare,Backend Developer,Bình Dương,97,17356.64,10.56,Junior,70,"Java, Communication, Excel, Machine Learning, JavaScript, Python",Medium,High,36.1,Declining
2022-07-30,Retail,Data Scientist,Cần Thơ,93,30150.21,15.18,Senior,46,"React, Figma",High,High,91.6,Stable
2022-07-31,Healthcare,DevOps Engineer,Đồng Nai,103,10557.52,4.47,Junior,31,"Kubernetes, React, Machine Learning, JavaScript, Agile, Go",High,Medium,21.9,Declining
2022-08-01,Retail,Frontend Developer,Đà Nẵng,84,10508.79,6.78,Junior,30,"Python, SQL",Low,High,90.6,Declining
2022-08-02,Logistics,Cloud Architect,Hải Phòng,85,8114.74,11.94,Junior,55,"Go, TypeScript, Docker, Spark, Agile",Low,High,45.1,Declining
2022-08-04,Manufacturing,Product Manager,Bình Dương,90,17311.14,17.21,Junior,52,"TypeScript, JavaScript",Low,High,65.0,Declining
2022-08-12,Technology,DevOps Engineer,Bình Dương,99,28122.86,2.8,Senior,55,"Python, Docker, Java, Communication",Low,Medium,25.5,Growing
2022-08-13,Technology,UX Designer,Hà Nội,94,24386.35,16.71,Senior,60,"Kubernetes, TypeScript, Docker, JavaScript, Machine Learning, Go",Low,Medium,57.3,Declining
2022-08-14,Technology,Data Analyst,Bình Dương,86,34982.68,16.52,Senior,80,"TypeScript, SQL",Low,Medium,38.7,Growing
2022-08-16,Logistics,Business Analyst,TP.HCM,96,8476.07,7.83,Junior,6,"Figma, Power BI, JavaScript, Java, Docker, AWS",High,Low,36.3,Stable
2022-08-20,Finance,QA Engineer,Đồng Nai,88,36055.43,17.74,Senior,10,"SQL, TensorFlow",Medium,Medium,50.7,Declining
2022-08-22,Technology,DevOps Engineer,Bình Dương,84,20015.83,13.58,Junior,52,"TensorFlow, TypeScript, SQL",Medium,High,60.2,Stable
2022-08-23,Healthcare,Cloud Architect,Đà Nẵng,91,16036.82,11.42,Junior,56,"React, Excel, Docker",Low,Low,48.1,Declining
2022-08-27,Manufacturing,DevOps Engineer,Hà Nội,87,9300.37,12.26,Fresher,67,"Python, Go, AWS, TensorFlow, SQL",Medium,High,81.7,Growing
2022-08-30,Healthcare,Data Analyst,Hải Phòng,93,30552.28,11.69,Senior,12,"Kubernetes, Excel, TypeScript, Power BI, TensorFlow, Go",High,Low,28.8,Stable
2022-09-01,Finance,QA Engineer,Cần Thơ,84,34784.82,6.64,Senior,27,"React, Power BI, TypeScript, TensorFlow, Excel, Agile",Medium,Low,32.1,Growing
2022-09-01,Education,Business Analyst,Đà Nẵng,85,37694.47,2.54,Senior,96,"TypeScript, Spark, Communication, TensorFlow, Agile",Medium,Low,62.7,Stable
2022-09-01,Manufacturing,Cloud Architect,Đà Nẵng,100,16459.42,15.71,Junior,88,"TensorFlow, Spark",Medium,High,88.0,Stable
2022-09-02,Education,Backend Developer,Hà Nội,97,26241.06,15.74,Senior,69,"Power BI, Agile, Python, Spark",Medium,Low,76.1,Stable
2022-09-02,Manufacturing,Data Analyst,Bình Dương,95,17579.67,4.72,Junior,61,"AWS, TypeScript, Go, Docker, React, Java",High,Medium,34.6,Stable
2022-09-04,Manufacturing,Backend Developer,TP.HCM,90,17353.96,16.95,Junior,85,"Excel, Kubernetes",Low,High,89.4,Declining
